Era,Name,Notes,Length,"Release
Date",Type,Streaming,Link(s),Alternate Link(s)
A Kid Named Cudi (2022),Intro,"Track 1 from Kid Cudi's 2022 remastered mixtape A Kid Named Cudi. Written by Scott Mescudi.  Produced by Kid Cudi, & Plain Pat. Completely different intro than the original 2008 version.",0:59,Jul 2022,Mixtape Track,Yes,https://open.spotify.com/track/0giG4DEJ7VAoXoPZhLcIlj?si=98c29a5924c04f04,
A Kid Named Cudi (2022),"Down & Out
(prod. OutKast, & Emile)","Track 2 from Kid Cudi's 2022 remastered mixtape A Kid Named Cudi. Written by Scott Mescudi, Andre Benjamin, & Antwan Patton. Produced by Kid Cudi, & Plain Pat. Engineered by Chris Geringer. Mastered by Chris Geringer.",4:08,Jul 2022,Mixtape Track,Yes,https://open.spotify.com/track/2H3y6FYYmmu7wSHy9fqC8f?si=0deb7f5abb9941af,
A Kid Named Cudi (2022),"Is There Any Love?
(prod. Emile) (feat. Wale)","Track 3 from Kid Cudi's 2022 remastered mixtape A Kid Named Cudi. Written by Emile Haynie, M. Hasselbach, O. Akintimehin, P. Zara, Scott Mescudi, T. Dandy. Produced by Emile Haynie. ",3:30,Jul 2022,Mixtape Track,Yes,https://open.spotify.com/track/6lUJpJ7OZycuD0ahNnvpHq?si=5a0b6dcfd68e4c91,
A Kid Named Cudi (2022),"Cudi Get
(prod. J Dilla, & Emile)","Track 4 from Kid Cudi's 2022 remastered mixtape A Kid Named Cudi. Written by James Lea, Neville Holder, Scott Mescudi. Produced by Kid Cudi, Plain Pat.",2:20,Jul 2022,Mixtape Track,Yes,https://open.spotify.com/track/7HIfvHy8bP4VyIN7dlxQUy?si=d5e56357573f4f08,
A Kid Named Cudi (2022),"Man On The Moon (The Anthem)
(prod. Nosaj Thing, & Emile)","Track 5 from Kid Cudi's 2022 remastered mixtape A Kid Named Cudi. Written by Jason Chung, Scott Mescudi. Produced by Kid Cudi , Plain Pat, Emile Haynie.",3:27,Jul 2022,Mixtape Track,Yes,https://open.spotify.com/track/1gVwV3341LU621MFSO6T6b?si=b4b8a22f5eb84691,
A Kid Named Cudi (2022),The Prayer,"Track 6 from Kid Cudi's 2022 remastered mixtape A Kid Named Cudi. Written by Benjamin Bridwell, Christopher Early, Faheem Rasheed Najm, Howard Simmons, Korey Roberson, Montay Humphrey, Patrick Reynolds, Scott Mescudi, Timothy Meinig, Tramar Dillard. Produced by Kid Cudi, Plain Pat, Emile Haynie.",3:39,Jul 2022,Mixtape Track,Yes,https://open.spotify.com/track/1SkzK37qLSi7Sp6PwYTC0A?si=93fc851acd7d4c7e,
A Kid Named Cudi (2022),Day N Nite,"Track 7 from Kid Cudi's 2022 remastered mixtape A Kid Named Cudi. Written by Oladipo Omishore, Scott Mescudi. Produced by Kid Cudi, Plain Pat, Dot Da Genius.",2:48,Jul 2022,Mixtape Track,Yes,https://open.spotify.com/track/2P9HugRjZqZ2v3Sm9JBnIO?si=1274567574a74780,
A Kid Named Cudi (2022),Embrace The Martian,"Track 8 from Kid Cudi's 2022 remastered mixtape A Kid Named Cudi. Written by Andrew Fratangelo, Francesco Barbaglia, Scott Mescudi. Produced by Kid Cudi, Plain Pat, Crookers. ",3:35,Jul 2022,Mixtape Track,Yes,https://open.spotify.com/track/0ZRYBBiutc28k4GLEIa6sD?si=e76de47203a24740,
A Kid Named Cudi (2022),Maui Wowie,"Track 9 from Kid Cudi's 2022 remastered mixtape A Kid Named Cudi. Written by Andre Wallace, Jeremy Hannah, John Stephens, Kanye West, Rick Shobin, Scott Mescudi, Tony Castillo. Produced by Kid Cudi, Plain Pat. John Legend sings the ""LETS GET LIFFFTED"" now instead of Kid Cudi.",2:23,Jul 2022,Mixtape Track,Yes,https://open.spotify.com/track/0Hnm7mnmqOLCIgvbMpM4Ev?si=e28138d09edd4fb8,
A Kid Named Cudi (2022),Whenever,"Track 10 from Kid Cudi's 2022 remastered mixtape A Kid Named Cudi. Written by Andrew Benjamin, Robert Kelly, Scott Mescudi. Produced by Kid Cudi, Plain Pat.",2:03,Jul 2022,Mixtape Track,Yes,https://open.spotify.com/track/2wu1moIPAY90D4hOsyyHBX?si=4aac9e9bf1304bd8,
A Kid Named Cudi (2022),Pillow Talk,"Track 11 from Kid Cudi's 2022 remastered mixtape A Kid Named Cudi. Written by Bernard Jackson, Davids Conley, Edward Townsend, Scott Mescudi. Produced by Kid Cudi, Plain Pat.",3:24,Jul 2022,Mixtape Track,Yes,https://open.spotify.com/track/5GNR80lYGx7udKur8YmPzb?si=67be250264d84417,
A Kid Named Cudi (2022),Save My Soul (The CuDi Confession),"Track 12 from Kid Cudi's 2022 remastered mixtape A Kid Named Cudi. Written by Brian Burton, Francesco De Masi, Scott Mescudi, Thomas Callaway. Produced by Kid Cudi, Plain Pat.",2:03,Jul 2022,Mixtape Track,Yes,https://open.spotify.com/track/6x0l8MG120VD3cz6oZji3u?si=89497c25a8304f5b,
A Kid Named Cudi (2022),"T.G.I.F.
(feat. Chip Tha Ripper)","Track 13 from Kid Cudi's 2022 remastered mixtape A Kid Named Cudi. Written by Alex Fitts, Charles Worth, Matt Penttila, Scott Mescudi. Produced by Kid Cudi, Plain Pat, The Kickdrums.",2:22,Jul 2022,Mixtape Track,Yes,https://open.spotify.com/track/1L81OTOdqGvMPu3cY2E7CG?si=59bdd9ddb6dd445c,
A Kid Named Cudi (2022),Cudi Spazzin',"Track 14 from Kid Cudi's 2022 remastered mixtape A Kid Named Cudi. Written by Pharrell Williams, Scott Mescudi. Produced by Kid Cudi, Plain Pat.",3:06,Jul 2022,Mixtape Track,Yes,https://open.spotify.com/track/6IkgkqjnMKXF7cbvNQ8tQ0?si=9bd6aef8ae6449de,
A Kid Named Cudi (2022),Cleveland Is The Reason,"Track 15 from Kid Cudi's 2022 remastered mixtape A Kid Named Cudi. Written by Andrew Benjamin, Antwan Patton, Oladipo Omishore, Scott Mescudi. Produced by Kid Cudi, Plain Pat, Dot Da Genius. ",3:45,Jul 2022,Mixtape Track,Yes,https://open.spotify.com/track/64t5bg43EQzlCZbzACMhEl?si=7b3fe7d5a0044c93,
A Kid Named Cudi (2022),Heaven At Nite,"Track 16 from Kid Cudi's 2022 remastered mixtape A Kid Named Cudi. Written by Evan Mast, Michael Stroud, Scott Mescudi. Produced by Kid Cudi, Plain Pat.",3:16,Jul 2022,Mixtape Track,Yes,https://open.spotify.com/track/5VygdJWSHKEuv0F7P8Yzhq?si=8cb54cd552de40cd,
,Entergalactic [V2],"(6/23/2019) (Netflix announces that Kid Cudi would write and produce an animated TV series based off of Cudi's album 'Entergalactic')
(9/30/2022) ('Entergalactic' is officially released along with its TV series counterpart)
(2022)",,,"""Entergalactic"" is the eighth studio album by American rapper and singer Kid Cudi, released on September 30, 2022. The album is the soundtrack to the Netflix animated series of the same name, which was created and written by Kid Cudi himself. 'Entergalactic' features a mix of hip-hop, psychedelic rock, and electronic music, and showcases Cudi's versatility as an artist. The album's concept revolves around a fantasy version of Scott's life and is centered around themes of love, adventure, and sorrow. Meant to feel like ""an adventure around a city and a new chapter of life.""",,,
Entergalactic [V2],"Stars In The Sky
(prod. Dot Da Genius, Splititupbenji, & Take A Daytrip)","A single from the Sonic The Hedgehog 2 Soundtrack. Written by Scott Mescudi, Oladipo Omishore, Montero Hill, David Biral, Brandon Benjamin, & Denzel Baptiste. Engineered by Brad Lauchert, Ignacio Partales, Patrizio Pigliapoco, Tyler Lindsay, Chris Geringer, & Mike Miller. Mixed by Ignacio Partales, & Patrizio Pigliapoco. Mastered by Chris Geringer.",3:06,Mar 2022,Single,Yes,https://open.spotify.com/track/0WFOl7P9gowO92fuI0eJIZ?si=2dd96236e3fc4318,
Entergalactic [V2],"Do What I Want
(prod. Take A Daytrip, Russ Chell, Ray Lenzo, & Levi Carter)","Track 3 from Kid Cudi's 2022 album Entergalactic. Written by Scott Mescudi, Denzel Baptiste, David Biral, Russell Chell, Ray Lenzo, Jared Levius, & Oladipo Omishore. Recording Engineer, & Mixing by William J. Sullivan. Recording Engineer also by Andres Osorio. Assistant Recording by Chris Kahn. Additional Engineer by Patrick Ehrenblad Plummer. Contains a sample of Stephen A. Smith's ""STAYY OFFF THEE WEEEED"" from the sports talk show ""First Take."" Executive produced by Kid Cudi, & Dot Da Genius. Mastered by Jo LaPorta.",2:51,Jun 2022,Single,Yes,https://open.spotify.com/track/62tDpymKVSXEu0W3d4AMr9?si=b7dca3d8e0d44d24,
Entergalactic [V2],"Willing to Trust
(prod. Kid Cudi, Dot Da Genius, E. VAX, & Ramii) (feat. Ty Dolla $ign)","Track 7 from Kid Cudi's 2022 album Entergalactic. Written by Scott Mescudi, & Tyrone William Griffin Jr. Composed by Rami Eadeh, Oladipo Omishore, & Evan Mast. Recording Engineer, & Mixing by William J. Sullivan. Recording Engineer also by Rafael ""Fai"" Bautista. Assistant Recording Engineer by Chris Kahn. Executive produced by Kid Cudi, & Dot Da Genius. Mastered by Jo LaPorta.",4:42,Sep 2022,Single,Yes,https://open.spotify.com/album/2JjCiFis8TPrbTGCoK7T61?si=3p_4vi0MQmWOgzDqt_VrzA,
Entergalactic [V2],"Entergalactic Theme
(prod. Kid Cudi, Dot Da Genius, & William J. Sullivan)","Track 1 from Kid Cudi's 2022 album Entergalactic. Composed by Oladipo Omishore, & William J. Sullivan. Recording Engineer, & Mixing by William J. Sullivan. Assistant Recording Engineer by Chris Kahn. Executive produced by Kid Cudi, & Dot Da Genius. Mastered by Jo LaPorta.",1:30,Sep 2022,Album Track,Yes,https://open.spotify.com/track/7xENAAODeE2hKzdWFI6YaB?si=adb71773eaf0490a,
Entergalactic [V2],"New Mode
(prod. Kid Cudi, & Dot Da Genius)","Track 2 from Kid Cudi's 2022 album Entergalactic. Written by Scott Mescudi. Composed by Oladipo Omishore. Recording Engineer, & Mixing by William J. Sullivan. Assistant Recording Engineer by Chris Kahn. Executive produced by Kid Cudi, & Dot Da Genius. Mastered by Jo LaPorta.",3:56,Sep 2022,Album Track,Yes,https://open.spotify.com/track/42pKWuJst0oAuUbTvkNqr6?si=1a593520ed01479e,
Entergalactic [V2],"Do What I Want
(prod. Take A Daytrip, Russ Chell, Ray Lenzo, & Levi Carter)","Track 3 from Kid Cudi's 2022 album Entergalactic. Written by Scott Mescudi, Denzel Baptiste, David Biral, Russell Chell, Ray Lenzo, Jared Levius, & Oladipo Omishore. Recording Engineer, & Mixing by William J. Sullivan. Recording Engineer also by Andres Osorio. Assistant Recording by Chris Kahn. Additional Engineer by Patrick Ehrenblad Plummer. Contains a sample of Stephen A. Smith's ""STAYY OFFF THEE WEEEED"" from the sports talk show ""First Take."" Executive produced by Kid Cudi, & Dot Da Genius. Mastered by Jo LaPorta.",2:52,Sep 2022,Album Track,Yes,https://open.spotify.com/track/5OIz27S6SQOJtweneBd6QP?si=82efb1f1c8004a61,
Entergalactic [V2],"Angel
(pro. Kid Cudi, Dot Da Genius, Jean Baptiste, SADPONY, & Justin Raisen)","Track 4 from Kid Cudi's 2022 album Entergalactic. Written by Scott Mescudi. Composed by Jean-Baptiste Kouame, Jeremiah Raisen, & Justin Raisen. Recording Engineer, & Mixing by William J. Sullivan. Assistant Recording Engineer by Chris Kahn. Executive produced by Kid Cudi, & Dot Da Genius. Mastered by Jo LaPorta.",2:56,Sep 2022,Album Track,Yes,https://open.spotify.com/track/1T8YUlqrG15Tjetxhos6eJ?si=fda58f374a2d4606,
Entergalactic [V2],"Ignite The Love
(prod. KId Cudi, Dot Da Genius, Skrillex, Rex Kudo, Heavy Mellow, & Carlton McDowell)","Track 5 from Kid Cudi's 2022 album Entergalactic. Written by Scott Mescudi. Composed by Skrillex, Rex Masamune Kudo, Everett Romano, & Carlton McDowell. Recording Engineer, & Mixing by William J. Sullivan. Assistant Recording Engineer by Taylor Jackson. Executive produced by Kid Cudi, & Dot Da Genius. Mastered by Jo LaPorta.",2:42,Sep 2022,Album Track,Yes,https://open.spotify.com/track/7CY88rDZ8oKYAlmYoSyxwR?si=25a3196d4b034928,
Entergalactic [V2],"In Love
(prod. Kid Cudi, & Dot Da Genius)","Track 6 from Kid Cudi's 2022 album Entergalactic. Written by Scott Mescudi. Composed by Oladipo Omishore. Background Vocalist by Pharrell Williams. Engineer Recording, & Mixing by William J. Sullivan. Recording Engineer also by Andres Osorio. Assistant Recording Engineer by Chris Kahn. Executive produced by Kid Cudi, & Dot Da Genius. Mastered by Jo LaPorta.",3:38,Sep 2022,Album Track,Yes,https://open.spotify.com/track/2aerPJ594vJMo0lK0hHGRO?si=47e6887111b148a3,
Entergalactic [V2],"Willing To Trust
(prod. Kid Cudi, Dot Da Genius, E. VAX, & Ramii) (feat. Ty Dolla $ign)","Track 7 from Kid Cudi's 2022 album Entergalactic. Written by Scott Mescudi, & Tyrone William Griffin Jr. Composed by Rami Eadeh, Oladipo Omishore, & Evan Mast. Recording Engineer, & Mixing by William J. Sullivan. Recording Engineer also by Rafael ""Fai"" Bautista. Assistant Recording Engineer by Chris Kahn. Executive produced by Kid Cudi, & Dot Da Genius. Mastered by Jo LaPorta.",4:42,Sep 2022,Album Track,Yes,https://open.spotify.com/track/1OFQT3lHGbnn3x9jPtagXk?si=f12ebbef1cff4ed5,
Entergalactic [V2],"Can't Believe It
(prod. Kid Cudi, Dot Da Genius, Plain Pat, & Hot Sugar) (feat. 2 Chainz)","Track 8 from Kid Cudi's 2022 album Entergalactic. Written by Scott Mescudi, & Tauheed K. Epps. Composed by Oladipo Omishore, Patrick Reynolds, & Nick Hoenig. Recording Engineer, & Mixing by William J. Sullivan. Recording Engineer also by Nolan Presley. Mixer also by Finis ""KY"" White. Assistant Recording Engineer by Chris Kahn. Executive produced by Kid Cudi, & Dot Da Genius. Mastered by Jo LaPorta.",2:52,Sep 2022,Album Track,Yes,https://open.spotify.com/track/1r3qUIDhMvoTct7cxPnbdN?si=f0f5ae1a02c34098,
Entergalactic [V2],"Livin' My Truth
(prod. Kid Cudi, Dot Da Genius, E. VAX, & 18YOMAN)","Track 9 from Kid Cudi's 2022 album Entergalactic. Written by Scott Mescudi. Composed by Oladipo Omishore, Evan Mast, Vincent Goodyer, & Al Green. Recording Engineer, & Mixing by William J. Sullivan. Contains an interpolation from ""Simply Beautiful"" by Al. Green. Executive produced by Kid Cudi, & Dot Da Genius. Mastered by Jo LaPorta.",2:13,Sep 2022,Album Track,Yes,https://open.spotify.com/track/37Qn9foJ2E2S24guZSyvyg?si=abb3410d63ab4895,
Entergalactic [V2],"Maybe So
(prod. Kid Cudi, Dot Da Genius, & Teo Halm)","Track 10 from Kid Cudi's 2022 album Entergalactic. Written by Scott Mescudi. Composed by Teo Halm, & Mid-Air Thief. Recording Engineer, & Mixing by William J. Sullivan. Assistant Recording Engineer by Chris Kahn, & Jim Mcmillen. Programmer, Recording Engineer, & String Arranger by Steve Velez. Contains a sample of ""Crumbling Together"" by Mid-Air Thief. Executive produced by Kid Cudi, & Dot Da Genius. Mastered by Jo LaPorta.",3:40,Sep 2022,Album Track,Yes,https://open.spotify.com/track/2K5cJfIJ5nak7BPfnM6VHP?si=6b9bec9e759f4974,
Entergalactic [V2],"Can't Shake Her
(prod. Kid Cudi, & Dot Da Genius) (feat. Ty Dolla $ign)","Track 11 from Kid Cudi's 2022 album Entergalactic. Written by Scott Mescudi, & Tyrone William Griffin Jr. Composed by Scott Mescudi, & Oladipo Omishore. Recording Engineer, & Mixing by William J. Sullivan. Additional Mixing by Rafael ""Fai"" Bautista. Assistant Recording Engineer by Chris Kahn. Executive produced by Kid Cudi, & Dot Da Genius. Mastered by Jo LaPorta.",2:56,Sep 2022,Album Track,Yes,https://open.spotify.com/track/4AmISPiQJMPLN4KootjCUu?si=64520bb513974976,
Entergalactic [V2],"She's Lookin' For Me
(prod. Kid Cudi, Dot Da Genius, William J. Sullivan, & Ramii)","Track 12 from Kid Cudi's 2022 album Entergalactic. Written by Scott Mescudi. Composed by William J. Sullivan, Rami Eadeh, & Oladipo Omishore. Recording Engineer, & Mixing by William J. Sullivan. Executive produced by Kid Cudi, & Dot Da Genius. Mastered by Jo LaPorta.",3:35,Sep 2022,Album Track,Yes,https://open.spotify.com/track/1WWCpeMyByhHYM2K9atukB?si=2e9c4d815944483e,
Entergalactic [V2],"My Drug
(prod. Kid Cudi, Dot Da Genius, YULI, William J. Sullivan, & Sensei Bueno)","Track 13 from Kid Cudi's 2022 album Entergalactic. Written by Scott Mescudi. Composed by Scott Mescudi, Jarrett Goodly, Margaux Alexis Roselena Whitney, & William J. Sullivan. Recording Engineer, & Mixing by William J. Sullivan. Executive produced by Kid Cudi, & Dot Da Genius. Mastered by Jo LaPorta.",2:11,Sep 2022,Album Track,Yes,https://open.spotify.com/track/6MQuFi8gzoJAYwxkYvnbb1?si=a00436ece26e4d22,
Entergalactic [V2],"Somewhere To Fly
(prod. WondaGurl, & LucyClubHouse) (feat. Don Toliver)","Track 14 from Kid Cudi's 2022 album Entergalactic. Written by Scott Mescudi, & Caleb Zackery Toliver. Composed by Ebony Naomi Oshunrinde, Ashtyn Watson, Gary Hill, David Cunningham, Makonnen Sheran, & Valentin Blavatnik. Recording Engineer by Ian Findlay. Mixing by William J. Sullivan. Vocal Mix, & Vocal Producer by Derek ""206derek"" Anderson. Contains a sample of ""Tonight"" by ILOVEMAKONNEN. Executive produced by Kid Cudi, & Dot Da Genius. Mastered by Jo LaPorta.",2:56,Sep 2022,Album Track,Yes,https://open.spotify.com/track/1irXetrpIyLUtvkNw2F2tu?si=6db740fbfe824b29,
Entergalactic [V2],"Burrow
(prod. Kid Cudi, Dot Da Genius, Steve Aoki, & Gazzo) (feat. Don Toliver)","Track 15 from Kid Cudi's 2022 album Entergalactic. Written by Scott Mescudi, & Caleb Zackery Toliver. Composed by Steven Hiroyuki Aoki, Oladipo Omishore, & Michael Gazzo. Recording Engineer by Andres Osorio. Vocal Mix, & Vocal Producer by Derek ""206derek"" Anderson. Mixing by William J. Sullivan. Executive produced by Kid Cudi, & Dot Da Genius. Mastered by Jo LaPorta.",3:31,Sep 2022,Album Track,Yes,https://open.spotify.com/track/79QdtrBWO8lCVaZCYMIxvn?si=fad6ddccb020483c,
Entergalactic [V2],"NIGO - Want It Bad
(prod. Pharrell Williams) (Performed by Kid Cudi)","Track 5 from NIGO's 2022 album I Know NIGO!. Written by Scott Mescudi, & Pharrell Williams. Recorded by William J. Sullivan, Andres Osorio, & Mike Larson. Mixed by Manny Marroquin. Mixing Assistants by Zach Pereyra, Anthony Vilchis, & Trey Station. Mastered by Michelle Mancini.",3:18,Mar 2022,Feature,Yes,https://open.spotify.com/track/6PzDwzYlw2gH6pYFQqNnFA?si=4f8529d2084d445a,
Entergalactic [V2],"Pusha T - Rock N Roll
(prod. Pharrell Williams, Kanye West, & Ojivolta) (feat. Kid Cudi, & Kanye West)","Track 7 from Push T's 2022 album It's Almost Dry. Written by Terrence Thornton, Scott Mescudi, Kanye West, Pharrell Williams, Mark Williams, Terius Nash, Beyonce Knowles, Raul Cubina, & Christopher Stewart. Recorded by William J. Sullivan, Mike Larson, Andres Osorio, Josh Berg, & Robert Ulsh. Mixed by Mike Dean. Assistant Mixing by Sean Solymar, & Tommy Rush. Additional Mixing by Josh Berg. Mastered by Michelle Mancini. Contains a sample of the song ""1+1"" by Beyonce.",3:53,Apr 2022,Feature,Yes,https://open.spotify.com/track/1ZM8toCOlnfBKJdvR8GqUq?si=84fff7096c10481f,
Entergalactic [V2],"Dot Da Genius - Talk About Me
(prod. Dot Da Genius, & FWDSLXSH) (feat. Kid Cudi, Denzel Curry, & JID)","Single by Dot Da Genius.
Written by Oladipo Omishore, Scott Mescudi, Denzel Curry, Adeyinka Bankole-Ojo, & Destin Route.",3:05,Jun 2022,Feature,Yes,https://open.spotify.com/track/3tmpJN9fGVkrhlNkZVgH90?si=b60f95e453ff4a58,
,Entergalactic (Soundtrack from the Netflix Special),"(October 14th, 2022) 'Entergalactic' releases on Netflix alongside the Kid Cudi soundtrack album.",,,,,,
Entergalactic (Soundtrack),"Afternoon & Murakami
(Composed by Dot Da Genius, & Plain Pat)",Track 1 from Kid Cudi & Netflix's Entergalactic (The Soundtracks Score from the Netflix Special).,2:15,Oct 2022,Other,Yes,https://open.spotify.com/track/2pPXfgIJwuKWu9dwHNGxlZ?si=9c89fceeaba74fac,
Entergalactic (Soundtrack),"The Nomad Bar
(Composed by Dot Da Genius, Plain Pat, Elijah Fox, Mike Moore, & Travis Marsh)",Track 2 from Kid Cudi & Netflix's Entergalactic (The Soundtracks Score from the Netflix Special).,2:09,Oct 2022,Other,Yes,https://open.spotify.com/track/7wGX1quDQmBoPQTlqXcV8O?si=afda4505830e4023,
Entergalactic (Soundtrack),"Ky Vision
(Composed by Dot Da Genius, & Plain Pat)",Track 3 from Kid Cudi & Netflix's Entergalactic (The Soundtracks Score from the Netflix Special).,2:29,Oct 2022,Other,Yes,https://open.spotify.com/track/3Io5IrhnbIqs3is5gIRCOG?si=b10000b932d1443d,
Entergalactic (Soundtrack),"Jimmy's Vision
(Composed by Dot Da Genius, & Plain Pat)",Track 4 from Kid Cudi & Netflix's Entergalactic (The Soundtracks Score from the Netflix Special).,1:48,Oct 2022,Other,Yes,https://open.spotify.com/track/6qjs8unPxsVrmZjpzElKKB?si=77afde6de43b41c8,
Entergalactic (Soundtrack),"Chinatown Night
(Composed by Dot Da Genius, Plain Pat, & Travis Marsh)",Track 5 from Kid Cudi & Netflix's Entergalactic (The Soundtracks Score from the Netflix Special).,1:49,Oct 2022,Other,Yes,https://open.spotify.com/track/35rIZ8PhZUYbb6YxcQjJBt?si=9ff9ae021e85485a,
Entergalactic (Soundtrack),"Las Lap
(Composed by Dot Da Genius, & Plain Pat)",Track 6 from Kid Cudi & Netflix's Entergalactic (The Soundtracks Score from the Netflix Special).,2:52,Oct 2022,Other,Yes,https://open.spotify.com/track/2EyDgC1ISRY5iUWMhk3RJ0?si=8390c007c0fb44d4,
Entergalactic (Soundtrack),"Waverly Inn
(Composed by Dot Da Genius, Plain Pat, & Elijah Fox)",Track 7 from Kid Cudi & Netflix's Entergalactic (The Soundtracks Score from the Netflix Special).,2:26,Oct 2022,Other,Yes,https://open.spotify.com/track/3whmOsecWcJLLJjUggK35C?si=61ddd2b6561d41ff,
Entergalactic (Soundtrack),"Carmen's Instagram
(Composed by Dot Da Genius, & Plain Pat)",Track 8 from Kid Cudi & Netflix's Entergalactic (The Soundtracks Score from the Netflix Special).,2:16,Oct 2022,Other,Yes,https://open.spotify.com/track/1swstczuFAFbwUDxOBDVvv?si=c2bd07a10ee94f12,
Entergalactic (Soundtrack),"Presentation 2
(Composed by Dot Da Genius, Plain Pat, & David Emerson Dahlquist)",Track 9 from Kid Cudi & Netflix's Entergalactic (The Soundtracks Score from the Netflix Special).,1:11,Oct 2022,Other,Yes,https://open.spotify.com/track/6DN2Jrto0jpVsSfKoGBd7c?si=fa4996e902054813,
Entergalactic (Soundtrack),"Getting Ready
(Composed by Dot Da Genius, Plain Pat, & David Emerson Dahlquist)",Track 10 from Kid Cudi & Netflix's Entergalactic (The Soundtracks Score from the Netflix Special).,1:18,Oct 2022,Other,Yes,https://open.spotify.com/track/2as0GMXnBdpELJldUf2f8u?si=a6b94962c2824207,
Entergalactic (Soundtrack),"Vagina Party
(Composed by Dot Da Genius, & Plain Pat)",Track 11 from Kid Cudi & Netflix's Entergalactic (The Soundtracks Score from the Netflix Special).,3:09,Oct 2022,Other,Yes,https://open.spotify.com/track/72Shk0GY3N8KeAYZ08ZIzK?si=39b2db6b10744e06,
Entergalactic (Soundtrack),"Loft Party
(Composed by Dot Da Genius, & Plain Pat)",Track 12 from Kid Cudi & Netflix's Entergalactic (The Soundtracks Score from the Netflix Special).,1:56,Oct 2022,Other,Yes,https://open.spotify.com/track/7fOJPdRIzFLeGVH37ci9Fj?si=a61782fa3c5944cd,
Entergalactic (Soundtrack),"Meadow's Show
(Composed by Dot Da Genius, & Elijah Fox)",Track 13 from Kid Cudi & Netflix's Entergalactic (The Soundtracks Score from the Netflix Special).,2:43,Oct 2022,Other,Yes,https://open.spotify.com/track/33HVwqh6ICLxF4cnHxdhke?si=bcd0037622bd43e5,
Entergalactic (Soundtrack),"Dpp
(Composed by Dot Da Genius, Plain Pat, Elijah Fox, & Travis Marsh)",Track 14 from Kid Cudi & Netflix's Entergalactic (The Soundtracks Score from the Netflix Special).,2:12,Oct 2022,Other,Yes,https://open.spotify.com/track/2JuOw9rF0ilCRHkCvnSIov?si=3acd7b135d184708,
Entergalactic (Soundtrack),"Nightmare
(Composed by Dot Da Genius, Plain Pat, & Travis Marsh)",Track 15 from Kid Cudi & Netflix's Entergalactic (The Soundtracks Score from the Netflix Special).,1:53,Oct 2022,Other,Yes,https://open.spotify.com/track/6dPeXK0JMJj3N0z4D1jZtv?si=c7dc7f4d1a514086,
Entergalactic (Soundtrack),"Ky's Flashback
(Composed by Dot Da Genius, & Plain Pat)",Track 16 from Kid Cudi & Netflix's Entergalactic (The Soundtracks Score from the Netflix Special).,1:19,Oct 2022,Other,Yes,https://open.spotify.com/track/5gcBiHq5qeQ6WJkItzWF4q?si=d23579728772416e,
Entergalactic (Soundtrack),"Stush Ad
(Composed by Dot Da Genius)",Track 17 from Kid Cudi & Netflix's Entergalactic (The Soundtracks Score from the Netflix Special).,1:52,Oct 2022,Other,Yes,https://open.spotify.com/track/7LF0V7qmHDn5uVF41u3sGr?si=097245659dc84d3f,
Entergalactic (Soundtrack),"Presentation 2 Complete
(Composed by Dot Da Genius, & David Emerson Dahlquist)",Track 18 from Kid Cudi & Netflix's Entergalactic (The Soundtracks Score from the Netflix Special).,1:03,Oct 2022,Other,Yes,https://open.spotify.com/track/3FWRPjyXTIAFherptnNyKr?si=88ee8f3d37134452,
,"INSANO [V2]
(Collaboration With DJ Drama)
(INSANO (NITRO MEGA)","(9/30/2022) ('Entergalactic' album and the show releases. Cudi tweets that the next album is dropping fall 2023 and singles are coming in summer)
(1/12/2024) (Cudi releases INSANO)
(2022-2024)",,,"In late 2022, Kid Cudi announced his retirement, with one last album to finish it off. Eventually in February 2023, Cudi stated he was no longer retiring and there was more to come. It is speculated to build on multiple 2021 tracks. The first single was released June 2nd, 2023, while the full album will release September 22nd, 2023 and is a collaborative effort with DJ Drama. Named after a scene from the movie ""Waterboy.""",,,
,,INSANO TRACKS,,,,,,
INSANO,"OFTEN, I HAVE THESE DREAMS
(feat. DJ Drama) (Prod. by Kid Cudi, Days of 1993, Mike Zombie, & Jean Baptiste)","Track 1 from Kid Cudi's 2024 album INSANO. Written by Scott Mescudi, Mike McHenry, William Coleman, Jean Baptiste, Dorian Burton, & Herman Kelly. Engineered by William J. Sullivan, & Iain Findlay. Assistant Recording Engineers by Greg Truitt, & Chaz Sexton. Samples the song ""You Don't Have to Worry"" by Doris & Kelly.",2:29,Jan 2024,Album Track,Yes,https://open.spotify.com/track/1TSO0ctzwVy2OPrbCvJDnR?si=62fad75dc3ff451f,
INSANO,"KEEP BOUNCIN'
(prod. Kid Cudi, & Da Honorable C.N.O.T.E)","Track 2 from Kid Cudi's 2024 album INSANO. Written by Scott Mescudi, & Carlton Davis Mays, Jr. Engineered by William J. Sullivan, & Iain Findlay.",2:56,Jan 2024,Album Track,Yes,https://open.spotify.com/track/0vb7QySMXepNXxyhBhEJRA?si=74580c5a24914ad1,
