Era,Name,Notes,Track Length,Release Date,Type,Streaming,Link(s)
NO STYLIST [V1],"✨ rockstar
(prod. Checkdior)","OG Filename: lone Rockstar check dior rough
The song was uploaded on SoundCloud via Hitechstef but since been taken down.",1:58,"Aug 17, 2020",Single,No,https://pillows.su/f/fc46ceec39595366f41265814b28f1b8
NO STYLIST [V1],"safe
(prod. Cade)","OG Filename: lonely safe prod cade
The song was uploaded on SoundCloud but since been taken down.",3:51,"Sep 8, 2020",Single,No,https://pillows.su/f/52e80c22b4fbab3453ce98e9a83b4519
NO STYLIST [V1],"⭐ In The Air
(prod. YXNGFLAIR)",A song released by Destroy Lonely in December 2020.,3:26,"Dec 9, 2020",Single,Yes,https://open.spotify.com/track/2eJBpNlTTPatjec4SDQvuo?si=d3fb4325f7a24bf3
NO STYLIST [V1],"presidental
(prod. Clayco)","OG Filename: lonely presidential prod clayco
The song was uploaded on SoundCloud via Hitechstef but since been taken down.",2:15,"Dec 20, 2020",Single,No,https://pillows.su/f/85388a19670194535a051d444dcfdde6
NO STYLIST [V1],"⭐ iran
(prod. Valor & T8ko)","OG Filename: lone Iran t8ko x valor
The song was uploaded on SoundCloud via Hitechstef but since been taken down.",2:46,Date needed,Single,No,https://pillows.su/f/deea4fe3f0ffc3b5e6fad1a19b1a281c
NO STYLIST [V1],"🗑️ Scrambled Eggs
(prod. Clayco & 1Velveteen)","OG Filename: 01 scrambled eggs lonely rough
The song was uploaded on SoundCloud but since been taken down. Lone is completely offbeat throughout the song & is poorly mixed.",2:02,"Jan 12, 2021",Single,No,https://pillows.su/f/01486bb567ada8b56bb2a8874f5d6579
NO STYLIST [V1],"Nezzus - LAUGHING 2 DA BANK
(feat. Destroy Lonely) (prod. ThaddParis)",Track 17 on ETIAM ANATHEMA (DELUXE).,2:50,"Jan 15, 2021",Feature,Yes,https://open.spotify.com/track/7jdLc1UBwujzirGJlkSSRM?si=c8a96ac71d884153
NO STYLIST [V1],"Nezzus - PUNCH SHT / Ragin'
(feat. Destroy Lonely) (prod. xdkole)",A song released by Nezzus in January 2021.,3:02,"Jan 30, 2021",Feature,Yes,https://open.spotify.com/track/4wTUgREga3snqRiuxbe5sj?si=81faa37a64fc49a9
NO STYLIST [V1],"⭐ STRAPPED! - High As It Get
(feat. Destroy Lonely) (prod. Embasin & IsaacIndigo)","Track 5 on Stay Strapped, Vol. 1.",3:12,"Feb 5, 2021",Feature,Yes,https://open.spotify.com/track/54iiI6QPUNaHQgsZgyaRax
NO STYLIST [V1],"Agent Retro - Three Days
(feat. Destroy Lonely) (prod. Clayco)",Track 5 on Anti Love.,2:47,"Feb 14, 2021",Feature,Yes,https://open.spotify.com/track/7CeGC2Zu2oyumqf2g00LMo?si=4a75ed4e47024caf
NO STYLIST [V1],"Hezelaflare - Ceiling 3
(feat. Destroy Lonely) (prod. SadBalmain)",A song released by Hezelaflare in January 2021.,2:11,"Feb 27, 2021",Feature,No,https://soundcloud.com/sadbalmain/destroylonely-ft-hezelaflare-ceilings-3-prod-sadbalmain
NO STYLIST [V1],"Mahdi - Bad Choices
(feat. Destroy Lonely & Thadd Paris) (prod. Thadd Paris)",The song was uploaded on Mahdi's SoundCloud.,3:01,"Mar 21, 2021",Feature,SoundCloud,https://soundcloud.com/mahdiyork/bad-choices-ft-thadd-paris
NO STYLIST [V1],"🗑️ paparazzi
(prod. Utrippin1 & hoodwtch)","OG Filename: song 2
Song released by producer Utrippin1.",1:29,Date needed,Single,No,https://soundcloud.com/utrippin1/paparazzi?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
NO STYLIST [V1],✨ zero,"OG Filename: lonely 0
The song was uploaded on SoundCloud via Hitechstef but since been taken down.",2:20,Date needed,Single,No,https://pillows.su/f/c89ced4b2508d0ab13c582cde4e4cc84
NO STYLIST [V1],"Yessirskiii (Remix)
(prod. Pi’erre Bourne)","OG Filename: Destroy Lonely - Yessirskiii
A remix of Lil Uzi Vert's & 21 Savage's song ""Yessirski""",2:15,Date needed,Single,No,https://pillows.su/f/2bf020f0369ac4a9aafdfac60c642ca7
NO STYLIST [V1],"✨ supahigh
(prod. Clayco & ???)",The song was uploaded on SoundCloud but since been taken down.,2:10,Date needed,Single,No,https://pillows.su/f/8eb0a88fddb49fc7167f9b3165220c18
NO STYLIST [V1],"wealth
(prod. Clayco)","OG Filename: lonely  clayco 6 20 2020 3
The song was uploaded on SoundCloud via Hitechstef but since been taken down.",2:20,Date needed,Single,No,https://pillows.su/f/08c2cd6f948c6dbfd828ee996e7b6fdd
NO STYLIST [V1],"forever
(prod. kuru, ProdiJay & Clayco)","OG Filename: lonely Forever clayco jay
The song was uploaded on SoundCloud via Hitechstef but since been taken down.",2:40,"Jan 17, 2021",Single,No,https://pillows.su/f/db048a607fef3172f8e8858faee6399e
NO STYLIST [V1],"✨ Kan't Hold U
(prod. IsaacIndigo & Embasin)","OG Filename: Destroy Lonely - Kant Hold U
The song was uploaded on SoundCloud via Hitechstef but since been taken down.",2:25,"Jan 21, 2021",Single,No,https://pillows.su/f/1fad7e48c2e942291ef65c9fd44bb6c7
NO STYLIST [V1],"supposed to do
(prod. Cade)","OG Filename: lonely supposed to do v2 prod cade
The song was uploaded on SoundCloud via Hitechstef but since been taken down. Possibly part of two part EP.",2:19,"Jan 26, 2021",Single,No,https://pillows.su/f/601493534dad6f26252c1faa3fd4f188
NO STYLIST [V1],"✨ Nezzus - Related Through Money
(feat. Destroy Lonely) (prod. Destroy Lonely, Nezzus & Og abi)",A song released by Nezzus in August 2020.,2:33,"Aug 7, 2020",Feature,No,https://pillows.su/f/7a5c3ced98d47ef1e0aff27dcdbb790e
NO STYLIST [V1],"top floor
(prod. Cortdot)","OG Filename: lonely top
The song was uploaded on SoundCloud via Hitechstef but since been taken down.",1:55,"Aug 7, 2020",Single,No,https://pillows.su/f/6181ccbd3b1f5f0747586d8c53587617
NO STYLIST [V1],"underworld
(prod. Bleed)","OG Filename: lonely undrwrld prod bleed
The song was uploaded on SoundCloud via Hitechstef but since been taken down.",2:32,"May 30, 2020",Single,No,https://pillows.su/f/0c59a5d776a3ffae08c33ccbb1305e7f
NO STYLIST [V1],"vamp
(prod. Clayco)","OG Filename: lonely vamp prod clayco
Released by Destroy Lonely in July 2020.",2:25,"Jul 31, 2020",Single,Yes,https://open.spotify.com/track/71YxL5Cp810EzjlDHdO72U?si=747ee2a6d5604bdd
NO STYLIST [V1],"undercover
(prod. Clayco)","OG Filename: lone Undercover prod clayco
Released by Destroy Lonely in April 2020.",2:29,"Apr 10, 2020",Single,Yes,https://open.spotify.com/track/06r0cgyEFLXBij7veqEpu3?si=dcc33b928a1a420d
NO STYLIST [V1],"⭐ DJ Phat - 0
(feat. Destroy Lonely) (prod. CamAce)",Track 2 on PTA (PHAT THEFT AUTO). The intro to the song may have been cut??,2:32,"Apr 21, 2020",Feature,Yes,https://open.spotify.com/track/2HW5D1glTv3yPq3ru0z3lx?si=3cbe8122bd9d4577
NO STYLIST [V1],"ksubi / do it
(prod. YXNGFLAIR)",The song was uploaded on SoundCloud but since been taken down.,1:56,"Apr 24, 2020",Single,No,https://pillows.su/f/b23fc5b682ac2bd118e804413ed98ccc
NO STYLIST [V1],"Nezzus - Dogfood
(feat. Destroy Lonely & BigSmokeChapo) (prod. A$att + Kapethegoat)",Track 4 on Legend of the Red Baron.,2:04,"Apr 28, 2020",Feature,No,https://soundcloud.com/trendsetterslime/dogfood-feat-destroylonely
NO STYLIST [V1],"Yostar - Morals
(feat. Destroy Lonely) (prod. IHATEROCKET)",Uploaded on SoundCloud as an ihateRocket exclusive.,3:19,"May 8, 2020",Feature,No,https://pillows.su/f/aafe6e6a37f11c72182eb9cfbe86417e
NO STYLIST [V1],"Cristiann Val - 3d!
(feat. Destroy Lonely) (prod. Cristiann Val)","This shit is actually fucking terrible
atleast lone has a pretty solid verse",2:22,"May 16, 2020",Feature,Yes,https://open.spotify.com/track/2Vx9ZBST6DjJHTt5MupvL0?si=0036c1d5204945a3
NO STYLIST [V1],"rollin dope
(prod. Clayco)","OG Filename: lonely rollin dope
The song was uploaded on SoundCloud but since been taken down.",2:17,Date needed,Single,No,https://pillows.su/f/22d9ec6063f90f918971a6277d1031c1
NO STYLIST [V1],"Missing
(prod. K’Shaun Beats)","OG Filename: lonely missing
The song was uploaded on SoundCloud but since been taken down.",1:56,"May 25, 2020",Single,No,https://pillows.su/f/1e5fe5623122cc81392a166f281adfc9
NO STYLIST [V1],"✨ Twice
(prod. Checkdior)","OG Filename: lone Twice
The song was uploaded on SoundCloud but since been taken down.",2:07,"May 14, 2020",Single,No,https://pillows.su/f/784dc3d754bd009c6beb117a49d97447
NO STYLIST [V1],"please dnt touch this sh*t
(prod. Clayco)","OG Filename: lonely PDTDS prod clayco
Released by Destroy Lonely in May 2020.",2:29,"May 28, 2020",Single,Yes,https://open.spotify.com/track/3UEYKfJcYimwU9ISEWfaHG?si=e26b7fd053434b75
NO STYLIST [V1],"world tour
(prod. Clayco)","OG Filename: lonely world tour prod clayco
The song was uploaded on SoundCloud but since been taken down.",2:34,"Jun 20, 2020",Single,No,https://pillows.su/f/5771c1f2f668b72e66db5ee467cba6cf
NO STYLIST [V1],"🗑️ Hezelaflare - 9 Lives
(feat. Destroy Lonely, BBY GOYARD & David Shawty) (prod. Utrippin1 & ikesmissing)",Track 5 on Pre-Night.,2:44,"Oct 30, 2020",Feature,Yes,https://open.spotify.com/track/3W8WNA8gDe5UEFLIxG72F3?si=fd5f3a419d7744b9
NO STYLIST [V1],"Nessazary - Icey
(feat. Destroy Lonely) (prod. Lil 88)","OG Filename: nessazary -Ice Ft DestroyLonely prodlil88_3
Song released by Nessazary.",4:40,"Nov 19, 2020",Feature,Yes,https://open.spotify.com/track/2IDkcoQVJEECI1pDYe3zsd?si=7e6f5d9441f64fb9
NO STYLIST [V1],"lightspeed
(prod. Og abi)",The song was uploaded on SoundCloud via Hitechstef but since been taken down.,2:16,"Oct 11, 2020",Single,No,https://pillows.su/f/cc3f5369490bf60fc8202e8d1a2e1ada
NO STYLIST [V1],"l8r dude
(prod. Clayco)","OG Filename: lonely l8r dude prod clayco
The song was uploaded on SoundCloud via Hitechstef but since been taken down.",2:08,"Oct 19, 2020",Single,No,https://pillows.su/f/3507ff3d79c60a1310d49e400f93e444
NO STYLIST [V1],"fukin em up
(prod. 4ME & Clayco)","OG Filename: fuckin em upp - v1 LONELY
The song was uploaded on SoundCloud via Hitechstef but since been taken down.",1:36,"Oct 26, 2020",Single,No,https://pillows.su/f/da657457f817ef1b866ca8c7a9c9a373
NO STYLIST [V1],"✨ paper plays
(prod. HarloIsGone & Clayco)",The song was uploaded on SoundCloud but since been taken down.,1:20,"Oct 18, 2020",Single,No,https://pillows.su/f/0b686d444ecf1e79f27fd02d42e736e9
NO STYLIST [V1],"can't do that
(prod. 4ME & Clayco)",The song was uploaded on SoundCloud but since been taken down.,1:25,Nov 2020,Single,No,https://pillows.su/f/3dedb1805c9adf99d101f39ae2743201
NO STYLIST [V1],"london tipton
(prod. Areyoudeaf)","OG Filename: LANDR-lonely london tipton 1-High-Balanced
The song was uploaded on SoundCloud via Hitechstef but since been taken down.",1:58,"Nov 27, 2020",Single,No,https://pillows.su/f/02d55058051cdb48f7e3c5e31422041d
NO STYLIST [V1],"⭐ break da bank
(prod. Sossy & 4ME)","OG Filename: lone break da bank 2
The song was uploaded on SoundCloud via Hitechstef but since been taken down.",1:24,"Nov 27, 2020",Single,No,https://pillows.su/f/34491e5746c353da387ee83a1823d384
NO STYLIST [V1],"workin
(prod. Nutso Thugn & Eddie Gianni)","OG Filename: lonely workin prod eddie gianni nutso thugn
The song was uploaded on SoundCloud via Hitechstef but since been taken down. Possibly part of two part EP.",2:38,"Jan 26, 2021",Single,No,https://pillows.su/f/63b9ec4db728a8018a63298492b7e823
NO STYLIST [V1],"Stand On It...
(prod. Rok & Outtatown)",A song released by Destroy Lonely in January 2021.,1:49,"Jan 28, 2021",Single,No,https://soundcloud.com/destroylonely/stand-on-it-prod-rokonthetrack?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
NO STYLIST [V1],"Workin Hard
(prod. Clayco)",A song released by Destroy Lonely in January 2021.,1:43,"Jan 30, 2021",Single,No,https://pillows.su/f/89d6380b5ac2c4550c5cac4eb5e7791e
NO STYLIST [V1],"real shit [Music Video]
(dir. Darko)",Music video for 'Real Shit'. It's marketed as an ad for Forever Alive but it's clearly a MV,2:30,"Aug 16, 2020",Music Video,No,https://www.youtube.com/watch?v=UerxTPXanLM
NO STYLIST [V1],"Tied N [Music Video]
(dir. nizzlethegod)",Music video for Tied N,2:15,"Aug 14, 2020",Music Video,No,https://www.youtube.com/watch?v=w_15GlsMU3Y
NO STYLIST [V1],"undercover [Music Video]
(dir. darko)",Music video for undercover,2:29,"Apr [?], 2020",Music Video,No,https://imgur.gg/f/QXrHJgQ
NO STYLIST [V1],"vamp [Music Video]
(dir. purehotboy)",Music video for Vamp.,1:51,"Aug 1, 2020",Music Video,No,https://www.youtube.com/watch?v=SbPCLrc4fCM
"0 Album Track(s)
22 Single(s)
10 Feature(s))
0 Mixtape Track
0 EP Track",NO STYLIST [V2],"(Jan 31, 2021) (Lone announces that he signed to Playboi Carti's record label OPIUM & says the project is done but that he wants to put more songs on the project, leading to him reworking it)
(May 21, 2021) (KRASH OUT, the lead single at the time, is released)
(Aug 4, 2021) (Lone announces he will be reworking the album)",,,,"In January 2021, Lone would be signed to Playboi Carti's record label OPIUM. This caused a small change in sound and direction for the album, and Lone would start linking up with various producers such as Lil 88, Richie Souf, F1lTHY & most importantly Clayco, who took over executive production at this time.",
NO STYLIST [V2],"ilysm
(prod. YXNGFLAIR)","OG Filename: lonely ilysm prod yxnglflair
The song was uploaded on SoundCloud but since been taken down.",2:34,"Feb 8, 2021",Single,No,https://pillows.su/f/c4fdb4691df58f0111e917629eb4de4a
NO STYLIST [V2],"✨ spend it
(prod. Cade)",The song was uploaded on SoundCloud via Hitechstef but since been taken down.,2:15,"Feb 8, 2021",Single,No,https://pillows.su/f/80d5c0ba90a229d21efb230d7d61bd7f
NO STYLIST [V2],"marni tee
(prod. Embasin & IsaacIndigo)","OG Filename: Destroy Lonely - Marty Tee (prod. indigo & embasin.)
The song was uploaded on SoundCloud via Hitechstef but since been taken down.",2:40,"Feb 13, 2021",Single,No,https://pillows.su/f/69eb719c4deb1a5c51ba2542e785e301
NO STYLIST [V2],"Millions
(prod. Trenton Kyle, Mayyzo & KP Beatz)","OG Filename: lonely - million
The song was uploaded on SoundCloud but since been taken down.",2:32,"Feb 26, 2021",Single,No,https://pillows.su/f/cec490648ee70bf33242ea52406f23a8
NO STYLIST [V2],"✨ Guillotine
(prod. Mayyzo, Jonah Abraham & KP Beatz)","OG Filename: lonely - guillotine (roughmix)
The song was uploaded on SoundCloud but since been taken down.",3:20,"Feb 26, 2021",Single,No,https://pillows.su/f/50bbd685a0c4c9ce9f5c6e2e52d3b098
NO STYLIST [V2],"⭐ Krash Out
(prod. 4ME & Clayco)","OG Filename: lonely krash out rough clayco 4me
Lead single for NO SYTLIST. Was on streaming but was later taken off for some reason, Spotify link attatched",2:08,"May 21, 2021",Single,No,"https://pillows.su/f/dc9e612262e9ffd09fc1aebfa8336fe8
https://open.spotify.com/album/1x5lUOHnjqquEBGb1iFJ9b"
NO STYLIST [V2],"⭐ Ken Carson - Casket
(feat. Destroy Lonely) (prod. Dreek Beatz & Juberlee)",Released on Soundcloud by Texaco Cam. Uses Kens verse from 'Know The Price',1:29,"Mar 14, 2021",Feature,No,https://pillows.su/f/ba3ec866b16a8fb347add0caecef433a
NO STYLIST [V2],"Franko Dior - again
(feat. Destroy Lonely) (prod. ​cash cudi)",A song released by Franko Dior in January 2021.,4:00,Mar 2021,Feature,No,https://soundcloud.com/frankodior/again-feat-destroylonely
NO STYLIST [V2],"Tefflon - No Equal
(feat. Destroy Lonely) (prod. Lockage)",The song was uploaded on SoundCloud but since been taken down.,2:37,Mar 2021,Feature,No,https://pillows.su/f/63aeb9cbcc1978f4cab4e0a2514efdac
NO STYLIST [V2],"K Suave - Concord
(feat. Destroy Lonely) (prod. flansie)",The song was uploaded on SoundCloud but since been taken down.,2:02,"Apr 1, 2021",Feature,No,https://pillows.su/f/cdf8bd88a70796536e10c1eae00187cd
NO STYLIST [V2],"Hezelaflare - Gang
(feat. Destroy Lonely) (prod. 4ME)","OG Filename: hez x lone gang
A song released by Hezelaflare.",2:40,Date needed,Feature,No,https://pillows.su/f/4b4618e8d2f5f910e14544963b1d61fb
NO STYLIST [V2],"Hezelaflare - Top Floor Bosses
(feat. Destroy Lonely) (prod. Theory & Spooks)",A song released by Hezelaflare in May 2021.,2:20,"May 28, 2021",Feature,No,https://soundcloud.com/hezelaflare/top-floor-bosses-featuring?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
NO STYLIST [V2],"Jhanks - Hidden Money Language [V1]
(with Destroy Lonely) (prod. Rok)
(Hiding, Money Language)",Released as a single by Jhanks.,3:39,"Jun 18, 2021",Feature,Yes,https://soundcloud.com/jhankspanks/hidden-money-language-ft-destroy-lonely-prod-rokonthetrack
NO STYLIST [V2],"✨ Slimeefiend - Turnt Up
(feat. Destroy Lonely) (prod. Lil 88)","OG Filename: TURNT UP spencer rough mix
A song released by Slimeefiend in August 2021.",2:04,"Aug 26, 2021",Feature,Yes,https://open.spotify.com/track/5JgA5GVJJ5wfIVmOxv5ORP?si=3e937c85a3874353
NO STYLIST [V2],"Yung Faid - Chrome Heart Runtz
(feat. Destroy Lonely) (prod. ???)",A song released by Yung Faid in July 2021.,1:40,"Jul 16, 2021",Feature,Yes,https://open.spotify.com/track/6d3QlsrsNI6n8motJ8gyLw?si=4b3340e21a3542ce
NO STYLIST [V2],"Xan Baby - u cant/imight
(feat. Destroy Lonely) (prod. ???)","Track 1 on xan, i hate you.",2:55,"Aug 3, 2021",Feature,Yes,https://open.spotify.com/track/0108YxMlotrPyefEXavr98?si=a85284d3dc414673
NO STYLIST [V2],"kool on it
(prod. xdkole)",The song was uploaded on SoundCloud via Hitechstef but since been taken down.,1:59,Mar 2021,Single,No,https://pillows.su/f/306d0f3e0e0bf2f2f9ddd4e5525d96a7
NO STYLIST [V2],"fashion show
(prod. Clayco)",The song was uploaded on SoundCloud but since been taken down.,2:11,"Mar 5, 2021",Single,No,https://pillows.su/f/819b65df82f984766d7139abd5fd7f86
NO STYLIST [V2],"superstar btch
(prod. Embasin & IsaacIndigo)","OG Filename: Destroy Lonely - Superstar Bitch (prod. indigo & embasin.)
Uploaded by the producers of the song.",2:33,"Mar 16, 2021",Single,No,https://pillows.su/f/64fde75a9c6b256ddeb88535fc7cebf9
NO STYLIST [V2],"playin witcha
(prod. Cade)",The song was uploaded on SoundCloud but since been taken down.,2:16,"Mar 26, 2021",Single,No,https://pillows.su/f/0fbf183b300b694d681ad694e3586627
NO STYLIST [V2],"miss me
(prod. Clayco)",The song was uploaded on SoundCloud via Hitechstef but since been taken down.,3:08,"Mar 28, 2021",Single,No,https://pillows.su/f/38de24383f80595000eed87004650b93
NO STYLIST [V2],"✨ feel better
(feat. ATL Smook) (prod. Harlo & Clayco)","OG Filename: Lonely x Smook - Feel Better
The song was uploaded on SoundCloud but since been taken down.",2:15,"Apr 1, 2021",Single,No,https://pillows.su/f/aa46365ac1431bcb673cd5c069199211
NO STYLIST [V2],"cult
(prod. xdkole)","OG Filename: Lonely Cult prod Xdkole
The song was uploaded on SoundCloud via Hitechstef but since been taken down.",3:13,"Apr 9, 2021",Single,No,https://pillows.su/f/d8b700457609ed55faf4175aa76eaeb2
NO STYLIST [V2],"🗑️ Margiela Showers
(prod. Woppo & BrickRoyce)","Uploaded on SoundCloud as an ihateRocket exclusive. Fuck that dude, song would've been top 10 lone if it wasnt edited",2:38,"Apr 14, 2021",Single,No,https://imgur.gg/f/7HkpgIq
NO STYLIST [V2],"✨ woke up lit
(prod. Clayco)","OG Filename: lonely woke up lit prod clayco
The song was uploaded on SoundCloud via Hitechstef but since been taken down.",2:19,Date needed,Single,No,https://pillows.su/f/66b2e0979fbda1ad33dd0f59205ea905
NO STYLIST [V2],"get it on
(prod. Clayco)",The song was uploaded on SoundCloud but since been taken down.,2:34,"Apr 16, 2021",Single,No,https://pillows.su/f/678aa797a46133d87ebe421d899c1417
NO STYLIST [V2],"In God We Trust...
(prod. Clayco)","OG Filename: lonely In God We Trust clayco
The song was uploaded on SoundCloud via Hitechstef but since been taken down.",2:22,"Jun 28, 2021",Single,No,https://pillows.su/f/e40bedb3c09c5202084eddc240496ea7
NO STYLIST [V2],"sour patch
(prod. Areyoudeaf)",The song was uploaded on SoundCloud via Hitechstef but since been taken down.,2:12,Date needed,Single,No,https://pillows.su/f/a3b00071055702dc1d7e56087351bc9c
NO STYLIST [V2],"sign language
(prod. Pvps)","OG Filename: lonely sign language
The song was uploaded on SoundCloud but since been taken down.",1:58,"Jul 18, 2021",Single,No,https://pillows.su/f/dad91656761b81776144e48b30770deb
NO STYLIST [V2],"✨ Solo
(prod. Embasin, Clayco & IsaacIndigo)","OG Filename: Destroy Lonely - Solo (Prod. indigo, embasin & Clayco)
Uploaded by the producers of the song.",3:02,"Jul 29, 2021",Single,Yes,https://open.spotify.com/track/1JsOP4xTM2tq7hCZ4SE1xO?si=8052d6e583894d27
NO STYLIST [V2],"✨ lights off
(prod. Clayco)","OG Filename: Destroy Lonely - Lights Off
The song was uploaded on SoundCloud but since been taken down. The songs music video remains available on Lones official YouTube though",2:40,"Jul 29, 2021",Single,No,https://pillows.su/f/ed0d37d21846f04de3cf027a8016a4cb
NO STYLIST [V2],"✨ Peace
(prod. Trillmaticbeats)","OG Filename: lonely trillmatic ineedpeace (Mastered with Sunroof at 50pct)
Uploaded by the producers of the song but was taken down.",3:20,Date needed,Single,No,https://pillows.su/f/f7e3815bbc19e1873a1c15c37a3248de
NO STYLIST [V2],"Lights Off [Music Video]
(dir. SHANETHESHREDDER)",Music video for Lights Off,2:40,"Jul 29, 2021",Music Video,No,https://www.youtube.com/watch?v=72noANFOhdA
"0 Album Track(s)
38 Single(s)
35 Feature(s))
24 Mixtape Track
0 EP Track","NO STYLIST [V3]
(NS+)","(Aug 4, 2021) (Lone announces he will be reworking the album)
(Oct 1, 2021) (The album is meant to release, however it does not)
(Apr 1, 2022 (20YRS Old, the albums lead single, is released)
(Aug 12, 2022) (NO STYLIST is officially released)",,,,"The first mention of NO STYLIST would date all the way back to a tweet from March 2020, where he teased the mixtape as a “mini project”: ""after underworld imma give yall a mini project called no stylist nd imma give yall niggas swag nd let yall play wit it den disappear."" After continuous tweets mentioning the project, Lonely would finally tease a release date of October 1, 2021, in a now deleted tweet. Despite this, NO STYLIST failed to see a release on that date. After leaving the mixtape’s status entirely in the dark, it was released on August 12, 2022, eight months after the last mention with absolutely no promotion.",
NO STYLIST [V3],"⭐ JETLGGD
(prod. ProllyIan & Zodiac)","OG Filename: 01.JETLGGD (MAIN) SING MASTER
Track 1 on NO STYLIST.",1:56,"Aug 12, 2022",Mixtape Track,Yes,https://open.spotify.com/track/730Sd7tP4eRKvPhQceOPYn?si=5c63429763b04d9c
NO STYLIST [V3],"⭐ BERGDORF
(prod. xdkole)","OG Filename: 02.BERGDORF (MAIN) SING MASTER
Track 2 on NO STYLIST.",2:25,"Aug 12, 2022",Mixtape Track,Yes,https://open.spotify.com/track/0fK6XT64jrGLtjxNW9taov?si=46c510073fd542a4
NO STYLIST [V3],"✨ <3MYGNG
(prod. KP Beatz & Jonah Abraham)","OG Filename: 03._3MYGNG (MAIN) SING MASTER
Track 3 on NO STYLIST.",1:57,"Aug 12, 2022",Mixtape Track,Yes,https://open.spotify.com/track/4p2quX65rUCRFjfPJYIU0I?si=67da79df64fc4c81
NO STYLIST [V3],"⭐ VTMNTSCOAT
(prod. TM88 & DJ Moon)","OG Filename: 04.VTMNTSCOAT (MAIN) SING MASTER
Track 4 on NO STYLIST.",2:00,"Aug 12, 2022",Mixtape Track,Yes,https://open.spotify.com/track/79oO7aH9xDDSDE3z41EiyC?si=04fa5fa17b1745f4
NO STYLIST [V3],"⭐ NOSTYLIST
(prod. Cxdy & Chef9thegod)","OG Filename: 05.NOSTYLIST (MAIN) SING MASTER
Track 5 on NO STYLIST.",3:00,"Aug 12, 2022",Mixtape Track,Yes,https://open.spotify.com/track/0MXemkrh7WpAfiafcGQwZO?si=325d0d62e03f40f1
NO STYLIST [V3],"⭐ FAKENGGAS
(prod. Lucian & AM)","OG Filename: 06.FAKENGGAS (MAIN) SING MASTER
Track 6 on NO STYLIST.",3:00,"Aug 12, 2022",Mixtape Track,Yes,https://open.spotify.com/track/6BlfsdUgeFwkFC30cD4EFO?si=fc828f7580bc4a20
NO STYLIST [V3],"SOARIN
(prod. ​xdkole)","OG Filename: 07.SOARIN (MAIN) SING MASTER
Track 7 on NO STYLIST.",2:17,"Aug 12, 2022",Mixtape Track,Yes,https://open.spotify.com/track/2qTB1RG0jsWOs00sbEKM2Y?si=1668b71d66d548ad
NO STYLIST [V3],"⭐ TURNINUP
(prod. Cxdy & Chef9thegod)
(Yea Yea)","OG Filename: 08.TURNINUP (MAIN) SING MASTER
Track 8 on NO STYLIST.",3:10,"Aug 12, 2022",Mixtape Track,Yes,https://open.spotify.com/track/6Ol4xbN1uvwK3YoEdQAr49?si=6be2d81f7c504122
NO STYLIST [V3],"✨  LNLY
(prod. Clayco, Gunboi & Carson Beats)
(ZOMBIE)","OG Filename: 09.LNLY (MAIN) SING MASTER
Track 9 on NO STYLIST.",2:15,"Aug 12, 2022",Mixtape Track,Yes,https://open.spotify.com/track/5FKQlOVekTHG4z7IQI8gp7?si=c25a3d52ac8046b3
NO STYLIST [V3],"✨ PRSSURE
(prod. Clayco, Gunboi & Carson Beats)","OG Filename: 10.PRSSURE (MAIN) SING MASTER
Track 10 on NO STYLIST.",2:17,"Aug 12, 2022",Mixtape Track,Yes,https://open.spotify.com/track/1wJZN7Gc5empqSqEYHRx2m?si=3ceab04dd68949c5
NO STYLIST [V3],"⭐ ONTHETABLE
(prod. Clayco, ProllyIan & Prodbyri)","OG Filename: 11.ONTHETABLE (MAIN) SING MASTER
Track 11 on NO STYLIST.",2:34,"Aug 12, 2022",Mixtape Track,Yes,https://open.spotify.com/track/7LtRlyfIUphuWbFOvt2AZv?si=7ea2776d025f4d9f
NO STYLIST [V3],"⭐ SWGSKOOL
(prod. Clayco)","OG Filename: 12.SWGSKOOL (MAIN) SING MASTER
Track 12 on NO STYLIST.",2:54,"Aug 12, 2022",Mixtape Track,Yes,https://open.spotify.com/track/5Kkbg05iCyzsKPNEcHfrqj?si=29d616902f66405f
NO STYLIST [V3],"⭐ CRYSTLCSTLES
(prod. Clayco)","OG Filename: 13.CRYSTLCSTLES (MAIN) SING MASTER
Track 13 on NO STYLIST.",2:47,"Aug 12, 2022",Mixtape Track,Yes,https://open.spotify.com/track/18Xl6EeHQeowQAvQFtpaUC?si=ff945b3485b84c50
NO STYLIST [V3],"⭐ DANGEROUS
(prod. Clayco & ​xdkole)","OG Filename: 14.DANGEROUS (MAIN) SING MASTER
Track 14 on NO STYLIST.",3:10,"Aug 12, 2022",Mixtape Track,Yes,https://open.spotify.com/track/2zn0LRNZncydpWAF3ODStB?si=d9e6820621244e29
NO STYLIST [V3],"✨ MKEITSTOP
(prod. Clayco & ​xdkole)","OG Filename: 15.MKEITSTOP (MAIN) SING MASTER
Track 15 on NO STYLIST.",2:33,"Aug 12, 2022",Mixtape Track,Yes,https://open.spotify.com/track/7wJUPoLsL5FvsqsjHUUlA4?si=2d118efe7d344bf2
