Era,Name,Track Number / Info,Track Length,Release Date,Type,Streaming,Link(s)
,Features,,,,,,
Detox [V5],"50 Cent - New Day
(feat. Dr. Dre & Alicia Keys) (prod. Dr. Dre, Swizz Beats & Eminem)","Single released by 50 Cent, originally made for Detox and was intended to release with 50 Cent's scrapped album ""Street King Immortal"". Includes keys by Andre Brissett, Eric Hudson and Andrew Clifton, and drums by Trevor Lawrence Jr. The song is essentially a rap version of Alicia Keys' song by the same name, which Dre also produced.",4:25,"Jul 30, 2012",Feature / Single,Yes,https://open.spotify.com/track/2swCZgyEIdacDpUNcSQMQI?si=a2a789575e844513
Detox [V5],"Kendrick Lamar - Compton
(feat. Dr. Dre) (add. Sly Pyper) (prod. Just Blaze)","The 12th and final track of the standard edition of ""good kid, m.A.A.d. city"". Mixed by Dre.",4:08,"Oct 22, 2012",Feature,Yes,https://open.spotify.com/track/1wf4LnpdAhLaoI2WwYDKAE?si=2d54cff2994f4740
Detox [V5],"Kendrick Lamar - The Recipe
(feat. Dr. Dre) (add. Sly Pyper & Gabby Jayne) (prod. Scoop DeVille)","Track 13 on the deluxe edition of ""good kid, m.A.A.d. city"" and the first promotional single released for the album. Samples ""Meet The Frownies"" by Mr Twin Sister. Mixed by Dre.",5:53,"Apr 3, 2012",Feature / Single,Yes,https://open.spotify.com/track/1eRBW1HcyM1zPlxO26cScZ?si=b12934bd2e544834
Detox [V5],"Kendrick Lamar - The Recipe (Black Hippy Remix)
(feat. Black Hippy & Dr. Dre) (prod. Scoop DeVille)","Appears as a bonus track on the deluxe edition of ""good kid, m.A.A.d. city"". Mixed by Dre.",4:21,"Oct 22, 2012",Feature,Yes,https://open.spotify.com/track/6NhF2CXTIR6dnzvQ5eCWAD?si=7afbd370ee274e83
Detox [V5],"Marsha Ambrosius - Stronger
(feat. Dr. Dre) (prod. Marsha Ambrosius & Dr. Dre)","Track 7 on Marsha Ambrosius' second studio album ""Friends & Lovers"". Includes scratches by DJ Aktive. Samples ""Come Clean"" by Jeru the Damaja.",5:26,"Jul 15, 2014",Feature,Yes,https://open.spotify.com/track/0tUT4iYCpRsA2KtuWKMPBY?si=d101962d43d245af
Detox [V5],"Rick Ross - 3 Kings
(feat. Dr. Dre & JAY-Z) (add. JoiStaRR) (prod. Jake One)","Released as a single for Rick Ross' fifth studio album ""God Forgives, I Don't"". Appeared on the album as track 3. Includes keys by Eric Hudson. Samples ""I'm So Grateful (Keep in Touch)"" by The Crowns of Glory.",4:21,"Jul 19, 2012",Feature / Single,Yes,https://open.spotify.com/track/4K1XbNoR2iq1KucQzkPnKe?si=803903f6887b4faf
Detox [V5],"T.I. - Popped Off
(feat. Dr. Dre) (add. DJ Drama, Sly Pyper & Nikki Grier) (prod. Dr. Dre)","Track 18 on T.I.'s mixtape ""Fuck Da City Up"". Originally made for Detox in 2009.",3:44,"Jan 1, 2012",Feature,Yes,https://open.spotify.com/track/5eWQXCRyrDp3DcQLcxgwXe?si=3468373fdfc34cce
,Production,,,,,,
Detox [V5],"50 Cent - Smoke
(feat. Trey Songz) (prod. Dr. Dre & Dawaun Parker)","Track 5 on ""Animal Ambition: An Untamed Desire To Win"". Released as the fourth single for the album in a string of weekly releases. Originally recorded for Detox, but reworked by 50 Cent as his own song.",3:50,"Mar 31, 2014",Production,Yes,https://open.spotify.com/track/3Y3iC7f2ypojLMgr7yn9ZC?si=b4f91dfa8c644133
Detox [V5],"Alicia Keys - New Day
(add. Swizz Beatz & Sevyn Streeter) (prod. Dr. Dre, Swizz Beatz & Alicia Keys)","Released as the second international single for ""Girl On Fire"" and later appeared as track 5 on the album. Remixed into a song by the same name released by 50 Cent shortly afterward. Includes keys by Andre Brissett, drums by Trevor Lawrence Jr. and piano by Alicia Keys.",4:03,"Feb 21, 2012",Production,Yes,https://open.spotify.com/track/2rMreweJkDadtWMOEv1w67?si=1d868b3bea32476a
Detox [V5],"DMX - Shit Don't Change
(feat. Snoop Dogg) (prod. Dr. Dre & Dawaun Parker)","Track 3 on ""The Weigh In"" by DMX. Uses the same beat as ""Boss' Life"" by Snoop Dogg.",4:25,"May 15, 2012",Production,Yes,https://open.spotify.com/track/51foRjV5gG18XJwMs4KfYE?si=de441d59b75a4258
Detox [V5],"Obie Trice - Bottoms Up / Intro
(prod. Dr. Dre)","Track 1 on ""Bottoms Up"". Includes guitar by Mike Elizondo and keys by Mark Batson. Obie Trice mentioned Dre had given him beats for his second album ""Second Round's On Me"" but that he had decided to save them, this is likely where the beat for this song originates.",3:10,"Apr 3, 2012",Production,Yes,https://open.spotify.com/track/1ToT7eld9O5GklQPDqjyft?si=b844a05e55414ea1
Detox [V5],"Stat Quo - The Way It Be
(feat. Scarface) (prod. Dr. Dre & Steve Esterferm)","Track 7 on ""ATLA (All This Life Allows)"". Originally recorded for ""Statlanta"".",4:16,"Feb 25, 2014",Production,Yes,https://open.spotify.com/track/39VCN6nrtHjTH9hQ6e572G?si=0f2a337396084c00
Detox [V5],"The Game - Dead People
(add. Sly Pyper) (prod. Dr. Dre)","Track 16 on the iTunes bonus edition of ""Jesus Piece (Deluxe)"". Originally made for ""R.E.D. Album"". Mark Batson, Dawaun Parker and Trevor Lawrence Jr have writing credits.",4:19,"Dec 11, 2012",Production,Yes,https://music.apple.com/us/album/dead-people/1446745647?i=1446746567
Detox [V5],"Xzibit - Louis XIII
(feat. King Tee & Tha Alkaholiks) (prod. Dr. Dre)","Track 13 on ""Napalm"". This beat likely originates from Xzibit's 2011 session with Dr. Dre & King Tee. ASCAP credits attribute Trevor Lawrence Jr.",2:43,"Oct 8, 2012",Production,No,https://pillows.su/f/84b69ff2a600f02fd2c2a6b7a784b08b
,Mixing,,,,,,
Detox [V5],"Eminem - Berzerk
(prod. Rick Rubin)","Track 8 from ""The Marshall Mathers LP2"". Includes keyboards by Jason Lader and Luis Resto and guitars by Jason Lader and Mike Strange. Mixed by Dr. Dre & Veto.",3:58,"Aug 27, 2013",Mixing,Yes,https://open.spotify.com/track/6Xk7PnitV9jCRorWt2LiVZ?si=0fef807376b343bc
Detox [V5],"Eminem - The Monster
(feat. Rihanna) (prod. Frequency & Aalias)","Track 12 from ""The Marshall Mathers LP2"". Includes additional instrumentation by Maki Athanasiou and additional keyboards by Luis Resto. Mixed by Dr. Dre & Veto.",4:10,"Oct 29, 2013",Mixing,Yes,https://open.spotify.com/track/4WgvTITBJbEfCJHguiE7QS?si=44990adea15e4b1b
Detox [V5],"Eminem - Love Game
(feat. Kendrick Lamar) (prod. Rick Rubin)","Track 14 from ""The Marshall Mathers LP2"". Includes additional keyboards by Luis Resto. Mixed by Dr. Dre & Veto.",4:56,"Nov 5, 2013",Mixing,Yes,https://open.spotify.com/track/0iMN420Q45isZVNlAqzPTW?si=2298ded743164bca
Detox [V5],"Eminem - Baby
(prod. Eminem & Luis Resto)","Track 17 from ""The Marshall Mathers LP2 (Deluxe)"". Includes keyboards by Mike Strange and Luis Resto. Mixed by Dr. Dre & Veto.",4:23,"Nov 5, 2013",Mixing,Yes,https://open.spotify.com/track/5sGzBBWPe4YC2YoW7lBYph?si=0731fb198aed4f21
Detox [V5],"Eminem - Groundhog Day
(prod. Cardiak & Eminem)","Track 19 from ""The Marshall Mathers LP2 (Deluxe)"". Mixed by Dr. Dre & Veto.",4:53,"Nov 5, 2013",Mixing,Yes,https://open.spotify.com/track/3fCRPhzGYSd4y6K1qjFcIp?si=6b973c0e9d5c428c
Detox [V5],"Kendrick Lamar - Swimming Pools (Drank)
(prod. T-Minus)","Released as the second single for  ""good kid, m.A.A.d. city"". Has no beatswitch and is track 17 on the iTunes deluxe version of the album. Mixed by Dre and Derek ""MixedByAli"" Ali.",4:08,"Jul 31, 2012",Mixing,Yes,https://open.spotify.com/track/0UubhGSWqaUfJY0UmYwD4Y?si=3589ca9f2f014753
Detox [V5],"Kendrick Lamar - Sherane A.K.A Master Splinter's Daughter
(prod. Tha Bizness)","Track 1 on ""good kid, m.A.A.d. city"". Includes live bass guitar by Demontrious Lawrence. Mixed by Dre and Derek ""MixedByAli"" Ali.",4:34,"Oct 22, 2012",Mixing,Yes,https://open.spotify.com/track/0qGFnxDIqGBIq2D3zNbjk9?si=748ee00fd77a44e1
Detox [V5],"Kendrick Lamar - Bitch, Don't Kill My Vibe
(add. Anna Wise & JMSN) (prod. Sounwave)","Track 2 on ""good kid, m.A.A.d. city"". Includes guitar by Marlon Williams and J. Valle and additional violin by Mary Keating. Mixed by Dre and Derek ""MixedByAli"" Ali.",5:11,"Oct 22, 2012",Mixing,Yes,https://open.spotify.com/track/712uvW1Vezq8WpQi38v2L9?si=8b903f1b5f1f4819
Detox [V5],"Kendrick Lamar - Poetic Justice
(feat. Drake) (prod. Scoop DeVille)","Track 6 on ""good kid, m.A.A.d. city"". Mixed by Dre and Derek ""MixedByAli"" Ali.",5:00,"Oct 22, 2012",Mixing,Yes,https://open.spotify.com/track/2P3SLxeQHPqh8qKB6gtJY2?si=9a834ce1f6534cb6
Detox [V5],"Kendrick Lamar - Good Kid
(add. Chad Hugo & Pharell Williams) (prod. Pharrell Williams)","Track 7 on ""good kid, m.A.A.d. city"". Mixed by Dre and Derek ""MixedByAli"" Ali.",3:34,"Oct 22, 2012",Mixing,Yes,https://open.spotify.com/track/5vuJuBqwzHJgCA1ysRfwxZ?si=782ef4774eab4fac
Detox [V5],"Kendrick Lamar - Swimming Pools (Drank) (Extended Version)
(prod. T-Minus)","Track 9 on ""good kid, m.A.A.d. city"". Mixed by Dre and Derek ""MixedByAli"" Ali.",5:14,"Oct 22, 2012",Mixing,Yes,https://open.spotify.com/track/40wUM3LFZOlUcZfxEIZrYK?si=8189106b5e7140dc
Detox [V5],"Kendrick Lamar - Real
(feat. Anna Wise) (add. JMSN) (prod. Terrace Martin)","Track 11 on ""good kid, m.A.A.d. city"". Features background vocals from Anna Wise and JMSN. Includes guitar by Marlon Williams and violin by Mary Keating. Mixed by Dre and Derek ""MixedByAli"" Ali.",7:23,"Oct 22, 2012",Mixing,Yes,https://open.spotify.com/track/5d8yMIlqJH78lwOUP7T3oF?si=2c5719bfe9124e14
Detox [V5],"Kendrick Lamar - Now Or Never
(feat. Mary J. Blige) (prod. Jack Splash)","Appears as a bonus track on deluxe editions of ""good kid, m.A.A.d. city"" Mixed by Dre and Derek ""MixedByAli"" Ali.",4:16,"Oct 22, 2012",Mixing,Yes,https://open.spotify.com/track/4KjnaUNYPwGnJjoeTFlt91?si=db8be39e6d454a1d
Detox [V5],"Kendrick Lamar - Swimming Pools (Drank) (Black Hippy Remix)
(feat. Ab-Soul, Jay Rock & Schoolboy Q) (prod. T-Minus)","Included as a bonus track on the Target exclusive deluxe edition of ""good kid, m.A.A.d. city"". Mixed by Dre and Derek ""MixedByAli"" Ali.",5:15,"Oct 22, 2012",Mixing,Yes,https://open.spotify.com/track/2kB3E1ne5D9EUguk7yct9g?si=57428efdb1614daa
Detox [V5],"Kendrick Lamar - Bitch, Don't Kill My Vibe (Remix)
(feat. JAY-Z) (prod. Sounwave)","Released as a single and added to the streaming deluxe version of ""good kid, m.A.A.d. city"" post-release. Mixed by Dre and Derek ""MixedByAli"" Ali.",4:39,"Apr 9, 2013",Mixing,Yes,https://open.spotify.com/track/7ALEBJ8LOQqXVJ2tqnXtoH?si=ef9d64441787449d
Detox [V5],"Kendrick Lamar - Bitch, Don't Kill My Vibe (International Remix)
(feat. Emeli Sandé) (prod. Sounwave)","Track 14 off of Kendrick Lamar's ""good kid, m.A.A.d city (2013 Re-Issue)"". Unknown if Dre actually mixed this remix.",5:06,"Jun 25, 2013",Mixing,Yes,https://open.spotify.com/track/1IjxCFAyR1ysajk10iHsKh?si=537e7870aac548ce
,Other,,,,,,
Detox [V5],"50 Cent - All His Love
(prod. !llmind)",Track 15 on The Lost Tapes. Originally made for Detox.,,"May 22, 2012",Other,No,
Detox [V5],"50 Cent - My Life
(feat. Eminem & Adam Levine) (prod. S1)","Released as a single for ""Street King Immortal"". Originally made for Detox, as stated by 50 Cent.",3:59,"Nov 26, 2012",Other,Yes,https://open.spotify.com/track/2GoOioZVtOF1iMYfnzkreg?si=6680999446db4a79
"19 Total
1 Intro
15 Album Track
2 Feature
1 Production","Compton
(Compton: A Soundtrack By Dr. Dre)","(08/05/2014) (Principal photography for Straight Outta Compton begins)
(08/07/2015) (Compton officially releases)",,,,"Inspired by working on ""Straight Outta Compton"" and the memories of his early career, Dr. Dre works on ""Compton"", first intended as a tie-in soundtrack for the movie but evolving to take its place as his long-awaited third studio album.",
,Album Tracks,,,,,,
Compton,"Intro
(add. Dem Jointz & Marsha Ambrosius) (prod. Dr. Dre, Focus... & Dontae Winslow)","Track 1 on Compton. Includes additional production from Blu2th, Andre Brisset & Trevor Lawrence Jr.",1:15,"Aug 7, 2015",Intro,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=0LIz5JRlR2OIKjBAMPv22Q
Compton,"Talk About It
(feat. Mez & Justus) (add. Marsha Ambrosius & Sly Pyper) (prod. DJ Dahi & Free School)",Track 2 on Compton. Includes strings by Joel Iwataki.,3:15,"Aug 7, 2015",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=0LIz5JRlR2OIKjBAMPv22Q
Compton,"Genocide
(feat. Kendrick Lamar, Marsha Ambrosius & Candice Pillay) (add. Sly Pyper, Anderson .Paak & Mez) (prod. Dem Jointz)","Track 3 on Compton. Samples ""Burn Rubber on Me (Why You Wanna Hurt Me)"" by The Gap Band.",4:26,"Aug 7, 2015",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=0LIz5JRlR2OIKjBAMPv22Q
Compton,"It's All On Me
(feat. Justus & BJ The Chicago Kid) (add. Sly Pyper & Mez) (prod. Dr. Dre & Bink!)","Track 4 on Compton. Includes additional keys by Focus..., drums by Trevor Lawrence Jr. and bass guitar by Curt Chambers.",3:47,"Aug 7, 2015",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=0LIz5JRlR2OIKjBAMPv22Q
Compton,"All In A Day's Work
(feat. Anderson .Paak & Marsha Ambrosius) (add. Bēkon, Jimmy Iovine, Sly Pyper & Mez) (prod. DJ Dahi & DJ Khalil)",Track 5 on Compton. Includes additional drums by Trevor Lawrence Jr. and bass guitar by Focus...,5:13,"Aug 7, 2015",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=0LIz5JRlR2OIKjBAMPv22Q
Compton,"Darkside/Gone
(feat. Mez, Marsha Ambrosius & Kendrick Lamar) (add. Sly Pyper) (prod. Dr. Dre, Best Kept Secret & D.R.U.G.S. Beats)",Track 6 on Compton. Includes additional drums by Trevor Lawrence Jr. and bass guitar by Curt Chambers.,3:53,"Aug 7, 2015",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=0LIz5JRlR2OIKjBAMPv22Q
Compton,"Loose Cannons
(feat. Cold 187um, Xzibit & Sly Pyper) (add. Anderson .Paak, Marsha Ambrosius, Mez & Ice Cube) (prod. Dr. Dre, Focus... & Trevor Lawrence Jr.)","Track 7 on Compton. Includes additional keys by Fredwreck, Neff-U, Andre Brissett and bass guitar by Curt Chambers. Samples ""Underground Session"" by Janko Nilović.",4:13,"Aug 7, 2015",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=0LIz5JRlR2OIKjBAMPv22Q
Compton,"Issues
(feat. Ice Cube, Anderson .Paak & Dem Jointz) (add. Candice Pillay, Xzibit, Joslynn Brown, Mez & Snoop Dogg) (prod. Dr. Dre, Focus..., Neff-U, Curt Chambers & Trevor Lawrence Jr.)","Track 8 on Compton. Samples ""İnce İnce Bir Kar Yağar (İnce İnce)"" by Selda Bağcan & ""It Was a Good Day"" by Ice Cube.",3:41,"Aug 7, 2015",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=0LIz5JRlR2OIKjBAMPv22Q
Compton,"Deep Water
(feat. Kendrick Lamar, Justus & Anderson .Paak) (add. Mez, The Game, Wyann Vaughn & Cheyenne Lavene) (prod. Dr. Dre, Dem Jointz, Cardiak, DJ Dahi & Focus...)",Track 9 on Compton. ,5:11,"Aug 7, 2015",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=0LIz5JRlR2OIKjBAMPv22Q
Compton,"One Shot One Kill
(feat. Jon Connor & Snoop Dogg) (add. Anderson .Paak, Candice Pillay, Craig Owens, Dr. Dre & Dem Jointz) (prod. Dr. Dre, Focus... & Trevor Lawrence Jr.)","Track 10 on Compton. Billed as a Jon Connor song. Includes additional keys from Andre Brissett and Neff-U and guitar by Blu2th and Curt Chambers. Samples ""Ogni riferimento a persone esistenti o a fatti realmente accaduti è puramente casuale"" by Calibro 35.",3:25,"Aug 7, 2015",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=0LIz5JRlR2OIKjBAMPv22Q
Compton,"Just Another Day
(feat. The Game & Asia Bryant) (add. Wyann Vaughan) (prod. Neff-U & Trevor Lawrence Jr.)",Track 11 on Compton. Billed asThe Game's song. Includes additional keys by Andre Brissett and bass guitar by Curt Chambers.,2:21,"Aug 7, 2015",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=0LIz5JRlR2OIKjBAMPv22Q
Compton,"For The Love Of Money
(feat. Jill Scott, Jon Connor & Anderson .Paak) (prod. Cardiak)","Track 12 on Compton. Features a verse from Jon Connor and choruses by Jill Scott. Includes additional keys by Rogét Chahayed and guitar by Sean Kantrowitz. Samples ""Foe Tha Love of $"" by Bone Thugs-N-Harmony and ""Vendesi Saggezza"" by Locanda Delle Fate.",4:08,"Aug 7, 2015",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=0LIz5JRlR2OIKjBAMPv22Q
Compton,"Satisfiction
(feat. Snoop Dogg, Marsha Ambrosius & Mez) (add. Dem Jointz) (prod. Dem Jointz)",Track 13 on Compton. ,4:24,"Aug 7, 2015",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=0LIz5JRlR2OIKjBAMPv22Q
Compton,"Animals
(feat. Anderson .Paak & DJ Premier) (add. DJ Premier & Blu2th) (prod. DJ Premier & BMB Spacekid)","Track 14 on Compton. The song was originally a solo Anderson .Paak song, before giving it to Dre after the two started working together. Includes an outro by DJ Premier and additional production from Trevor Lawrence Jr. and Blu2th. Samples ""Game Over"" by Dabrye, ""Fastlane"" by Edo. G, ""For The Record"" by Torae and ""Encore / Curtains Down"" by Eminem.",3:47,"Aug 7, 2015",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=0LIz5JRlR2OIKjBAMPv22Q
Compton,"Medicine Man
(feat. Eminem, Candice Pillay, Anderson .Paak & Sly Pyper) (add. Sly Pyper) (prod. Dem Jointz & Focus...)",Track 15 on Compton. Includes additional keys from Andre Brissett and Fredwreck.,4:14,"Aug 7, 2015",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=0LIz5JRlR2OIKjBAMPv22Q
Compton,"Talking To My Diary
(add. Anderson .Paak, Sly Pyper & Slim The Mobster) (prod. Dr. Dre, DJ Silk & Mr. Choc)",Track #16 on Compton. Originally made in 2010 for Detox but reworked during Compton sessions.,4:23,"Aug 7, 2015",Album Track,Yes,https://open.spotify.com/album/2V5rhszUpCudPcb01zevOt?si=0LIz5JRlR2OIKjBAMPv22Q
,Features,,,,,,
Compton,"Knoc-Turn'al - Doin' The Most
(feat. Dr. Dre & The Time Bomb) (prod. Dr. Dre)","Track 6 on ""Caponeyboy"". Released in 2015 through someone called ""Slip Capone"" but the song itself is from 2001 or older.",4:18,"Jun 4, 2015",Feature,Yes,https://open.spotify.com/track/3kjBiVxCf38MoQt9eXNBY8?si=4514cecd1bbe49e0
,Production,,,,,,
Compton,"Ras Kass - The Whoop
(feat. Busta Rhymes & Dina Rae) (prod. Dr. Dre)","Track 3 on ""Goldyn Chyld"". The album was originally intended for release in 2001, but due to label issues was shelved. Ras Kass ultimately released the project off-label on bandcamp in 2014.",3:31,"Aug 12, 2014",Production,No,https://pillows.su/f/dc09dedb916c55a44df9ff4312dddf54
,Other,,,,,,
Compton,"Kendrick Lamar - Wesley's Theory
(feat. George Clinton & Thundercat) (add. Dr. Dre) (prod. Flying Lotus & Ronald Colson)","Track 1 on ""To Pimp A Butterfly"". Includes a brief interlude skit by Dr. Dre.",4:47,"Mar 15, 2015",Feature,Yes,https://open.spotify.com/track/7Ks4VCY1wFebnOdJrM13t6?si=5aac289b83e14d7a
"33 Total
1 Single
4 Feature
13 Production
15 Mixing",Detox [V6],"(??/??/2016) (Compton Deluxe is scrapped)
(03/19/2020) (California is placed under lockdown due to COVID-19, ushering in a new era of Detox)",,,,"Following the release of Compton, Dr. Dre enters a semi-retirement from solo music, mainly focusing on supporting new Aftermath signees and only sparatically working on music himself. However, Detox was still being made (being brought back after Compton released), but wasn't the main focus. In 2018, ESPN reporter Chris Haynes asked Dr. Dre is Detox would be coming out, and Dre's response to him was ""I'm working on a couple songs right now. We'll see"", meaning the title was still likely in use.",
,Singles,,,,,,
Detox [V6],"Gunfire
(feat. Constantine) (prod. Dr. Dre & Cy Fyre)","Featured in the premiere of The Defiant Ones, a four-part documentary series produced by Dre. This was Dre's first released solo work since Compton. Samples ""Cristo Redentor"" by Bobby Bryant.",2:16,"Jul 9, 2017",Single,No,https://pillows.su/f/3d1e7f23d7e876424eab723209323805
,Features,,,,,,
Detox [V6],"Anderson .Paak - Mansa Musa
(feat. Dr. Dre & Cocoa Sarai) (add. Sly Pyper, Blakk Soul, Dem Jointz, Thurz & Rich Harrison) (prod. Dr. Dre, MellBeets, Focus... & Andre Brissett)","Track 8 on ""Oxnard"". ",2:53,"Nov 16, 2018",Feature,Yes,https://open.spotify.com/track/6i0z6l4tMurGmW82VhzoLi?si=8185f84ce84a46f6
Detox [V6],"Jon Connor - I'M BACK.
(feat. Dr. Dre) (prod. Cool & Dre, Smitty & 808-Ray)","OG Filename: I'm Back - Jon Connor - Mix 5 ST
Released by Jon Connor as the intended first teaser/single for his scrapped Aftermath album ""Vehicle City"".",3:26,"Jan 8, 2018",Feature,Yes,https://on.soundcloud.com/b6dzu6DxCtxrDt5ygG
Detox [V6],"The Game - Don't Trip
(feat. will.i.am, Ice Cube & Dr. Dre) (prod. will.i.am & Neff-U)","Track 4 on ""The Documentary 2 "". Samples ""More Peas"" by The J.B.'s.",4:59,"Oct 9, 2015",Feature,Yes,https://open.spotify.com/track/3GMEPIoVJZTQGosc7NBKQl?si=0bae447bbddd4f5e
Detox [V6],"Too $hort - Dr. Dre Interlude
(feat. Dr. Dre)","Track 10 on Too $hort's 2018 mixtape ""The Pimp Tape"".",0:24,"Nov 9, 2018",Feature,Yes,https://open.spotify.com/track/5biKIHCiKzzvReUMuEtlFY?si=2d113ea1b51e4db4
,Production,,,,,,
Detox [V6],"Anderson .Paak - Who R U?
(prod. Dr. Dre, Dem Jointz, MellBeets, Quentin Gilkey & Andre Brissett)","Track 4 on ""Oxnard"" and the second single released for the album. Samples ""Diwali Riddim"" by Steven ""Lenky"" Marsden.",2:49,"Nov 9, 2018",Production,Yes,https://open.spotify.com/track/4kHSIZyIEijaMuZpV8GS1p?si=d532d81916ea455d
Detox [V6],"Anderson .Paak - Cheers
(feat. Q-Tip) (add. Cocoa Sarai & Sly Pyper) (prod. Dr. Dre, Q-Tip & Focus...)","Track 12 on ""Oxnard"". Includes bass by Blu2th and saxophone by Sly Pyper.",5:35,"Nov 16, 2018",Production,Yes,https://open.spotify.com/track/4qNijbGeHqlcFWrGrATFOX?si=246d0db0fea0401c
Detox [V6],"Anderson .Paak - Left To Right
(add. Busta Rhymes & Cocoa Sarai) (prod. Dr. Dre, J.LBS, MellBeets, Thundercat, Vicky Farewell & Fredwreck)","Track #14 on ""Oxnard"". Listed as a bonus track on physical copies.",3:55,"Nov 16, 2018",Production,Yes,https://open.spotify.com/track/5sEKWiSjsWKsmV9IOvYKhD?si=d6e906f3ab6144da
Detox [V6],"Eminem - Remind Me (Intro)
(prod. Dr. Dre, Neff-U & Trevor Lawrence Jr.)","Track 6 on ""Revival"".",0:51,"Dec 15, 2017",Production,Yes,https://open.spotify.com/track/74dQwVKuCx6aDI2BQ7xW92?si=dbf297c9081d47e1
Detox [V6],"Eminem - Premonition - Intro
(prod. Dr. Dre, Mark Batson & Eminem)","Track 1 from ""Music To Be Murdered By"". Additional production by Dawaun Parker & Luis Resto. Mixed by Dr. Dre.",2:53,"Jan 17, 2020",Production,Yes,https://open.spotify.com/track/7ccTcabbJlCJiIqtrSSwBk?si=9d9fba8291a24b43
Detox [V6],"Eminem - Alfred (Interlude)
(prod. Dr. Dre, Dawaun Parker & Andre Brissett)","Track 4 on ""Music To Be Murdered By"". Additional keys by Luis Resto.",0:30,"Jan 17, 2020",Production,Yes,https://open.spotify.com/track/4EmunTy7kNBYQivOa8F6b8?si=d02a62aa7dd245f4
Detox [V6],"Eminem - Stepdad (Intro)
(prod. Dr. Dre)","Track 11 on ""Music To Be Murdered By"". Mixed by Dr. Dre & The ICU.",0:15,"Jan 17, 2020",Production,Yes,https://open.spotify.com/track/2d3fdQ6OxmUIsF20eCpcrv?si=54f4fd155657486a
Detox [V6],"Eminem - Never Love Again
(prod. Dr. Dre, Dem Jointz, Trevor Lawrence Jr., Dawaun Parker & Eminem)","Track 14 on ""Music To Be Murdered By"".  Includes bass by Blu2th, additional drum programming by FredWreck, additional keys by Luis Resto and Fredwreck and additional drums by Dawaun Parker and Blu2th. Mixed by Dr. Dre.",2:57,"Jan 17, 2020",Production,Yes,https://open.spotify.com/track/40YbWniIEmqy6s58fYXLUh?si=1a35fd92b5024627
Detox [V6],"Eminem - Little Engine
(prod. Dr. Dre, Erik ""Blu2th"" Griggs, Trevor Lawrence Jr. & Dawaun Parker)","Track 15 on ""Music To Be Murdered By"". Recorded sometime from July to December 2019. Additional drums by Dem Jointz.",2:57,"Jan 17, 2020",Production,Yes,https://open.spotify.com/track/4qNWEOMyexn7b8Icyk29t9?si=8612fdcde2c24448
Detox [V6],"Eminem - Lock It Up
(feat. Anderson .Paak) (prod. Dr. Dre, Dawaun Parker, Erik ""Blu2th"" Griggs, Trevor Lawrence Jr. & Dem Jointz)","Track 15 on ""Music To Be Murdered By"". Recorded sometime from July to December 2019. Includes additional drums and keys by Focus.... Mixed by Dr. Dre.",2:50,"Jan 17, 2020",Production,Yes,https://open.spotify.com/track/1qwMkkRiD5jqLeUUjfgblh?si=9155c64891834e11
Detox [V6],"Eminem - Alfred (Outro)
(prod. Dr. Dre, Dawaun Parker & Andre Brissett)","Track 20 on ""Music To Be Murdered By"".",0:39,"Jan 17, 2020",Production,Yes,https://open.spotify.com/track/1WAwILvz37MkmZfmGnEXfg?si=740d91f6ef3b47f5
Detox [V6],"Nature - Time [V1]
(feat. AZ & Nas)","The original version of Time, released on Queens Classics.",4:11,"Jun 3, 2016",Production,Yes,https://open.spotify.com/track/69FQi87wFkx8oO5Mds2n8b
Detox [V6],"T.I. - DOPE
(feat. Marsha Ambrosius) (prod. Dr. Dre & Sir Jinx)","Originally released as the lead single for T.I.'s tenth studio album ""The Dime Trap"", although the song ultimately was left off the album. This track was originally made for Detox and recorded on by Dre, but given to T.I. without his verse after the album had been scrapped. Includes bass by Mike Elizondo and keys by Andre Brissett and Mark Batson. Samples ""Rock the Boat"" by Aaliyah. Mixed by Dr. Dre and Quentin ""Q"" Gilkey.",4:31,"May 16, 2016",Production,Yes,https://open.spotify.com/track/2MjPYefrQPVzIkTbDat5YG?si=86a5a4d9e35f4f0a
,Mixing,,,,,,
