Era,Name,Notes,Length,File Date,Leak Date,Type,Available,Quality,Link(s)
Chloe Burbank Volume 1 [V2],"✨ ryanjacob - Untitled [V2]
(feat. Lil West) (prod. ryanjacob & Joji)
aka. Hesitate, LADDER, WANT IT","OG Name: ry joji WEST 2nd vers 99 Bpm B Minor demo
This version features Lil West, who was scrapped from the song later on.
Uploaded to ryanjacob's SoundCloud account on November 30th, 2016.",3:16,2016,"Jan 9, 2026",Demo,OG File,CD Quality,Link
"12 Full
0 Tagged
0 Partial
0 Snippet
0 Unavailable",Live at Boiler Room,(05/18/2017) (Joji performs live at Boiler Room with 88rising in LA),,,,,,,
"Live at
Boiler Room","Antidote [V6]
(prod. Joji)
aka. Sad Travis, Window","Played during Joji's Boiler Room set with 88rising on May 18th, 2017. The piano is chopped earlier and features little to no background vocals. It was originally titled ""Antidote"" instead of ""Window"", and even interpolates ""Antidote"" by Travis Scott.",2:06,2016 / 2017,"May 18, 2017",Demo,Performed,Recording,Link
"Live at
Boiler Room","i don't wanna waste my time (Live)
(prod. Joji & rei brown)
aka. idwwmt","Live Version of ""i don't wanna waste my time"". Performed at Boiler Room with 88rising.
Kind of an ""Acoustic Version"" since it's missing drums, so that rei brown can play them.
This version also has a different fade out outro.",2:39,,"May 18, 2017",Live Version,Performed,Recording,Link Needed!
"Live at
Boiler Room","🥇 miles [V3]
(prod. Joji)
aka. am i high? no*","Performed during Joji's Boiler Room set with 88rising on May 18th, 2017. This version 
has different production, but it's kinda hard to tell what was done live and what wasn't.",1:01,2016 / 2017,"May 18, 2017",Throwaway,Performed,Recording,Link
"Live at
Boiler Room","🏆 Once In A While [Demo]
(prod. rei brown)
aka. Cobbled Stones","Played at Joji's Boiler Room live set with 88rising on May 18th, 2017.
Joji-only, with different lyrics and no fade-out. Pitched up by +12 semitones.",3:12,,"May 18, 2017",Demo,Performed,Recording,Link
"Live at
Boiler Room","rain on me (Live)
(prod. Joji)
aka. don't rain on me*, sun don't shine*","Performed at Boiler Room with 88rising. This version is much shorter and starts immediately with the chorus and it doesn’t have a verse or ending transition.
Has an open verse, and Joji also sings an entirely new vocal run in the beginning. ",0:55,,"May 18, 2017",Demo,Performed,Recording,Link
"Live at
Boiler Room","thom (Live)
(prod. Joji)","Live Version of ""thom"". Performed at Boiler Room with 88rising in LA.
Unfortunately only the second half of the song was performed live.
Joji also sings ""searching for a golden love"" instead of a ""beeping love"".",1:12,,"May 18, 2017",Live Version,Performed,Recording,Link Needed!
"Live at
Boiler Room","unsaved info (Live)
(prod. Joji)
aka. i don't wanna die","Live Version of ""unsaved info"". Performed at Boiler Room with 88rising in LA.
Sort of a ""TV Track"" version, since it's missing the lead vocals so Joji can sing.",0:51,,"May 18, 2017",Live Version,Performed,Recording,Link Needed!
"Live at
Boiler Room","🏆 Wonderwall [V3]
(prod. Joji)","Cover of ""Wonderwall"" by Oasis. Played during Joji's Boiler Room set with 88rising on
 May 18th, 2017. The title was also seen on Joji's whiteboard in his interview with VICE.",0:58,,"May 18, 2017",Cover,Performed,Recording,Link
"Live at
Boiler Room","Will He [Demo]
(prod. West1ne & Joji)
aka. Will He?","Played during Joji's Boiler Room set with 88rising on May 18th, 2017.
This version is much shorter and does not feature a second verse.",2:07,,"May 18, 2017",Demo,Performed,Recording,Link
"Live at
Boiler Room","you suck charlie (Live)
(prod. Joji & rei brown)
aka. usuckcharlie","Live Version of ""you suck charlie"". Performed at Boiler Room with 88rising in LA.
Kind of an ""Acoustic Version"" since it's missing drums, so that rei brown can play them.",1:43,,"May 18, 2017",Live Version,Performed,Recording,Link Needed!
"Live at
Boiler Room","🥇 ???
(prod. Joji)
aka. Boiler Room Beat 1","Beat performed at Boiler Room set with 88rising in LA on May 18th, 2017.",0:44,2017,"May 18, 2017",Beat,Performed,Recording,Link
"Live at
Boiler Room","🥇 ???
(prod. Joji)
aka. Boiler Room Beat 2","Beat performed at Boiler Room set with 88rising in LA on May 18th, 2017.",1:03,2017,"May 18, 2017",Beat,Performed,Recording,Link
"3 Full
0 Tagged
0 Partial
0 Snippet
0 Unavailable",Lost Instruments,"(??/??/2017) (Chloe Burbank is scrapped and tracks from the project are selected to be exclusively released on WAV Media as a seperate project and as promotion for In Tongues)
(10/27/2017) (Lost Instruments is exclusively released on WAV Media)",,,"“Lost Instruments” is a small collection of unreleased songs that was made in anticipation of Joji's debut EP ""In Tongues"". It was originally able to be streamed on WAV Media, a streaming platform intended to “give artists the support they need to succeed, while giving fans access to unique experiences they can’t get anywhere else” However, on December 22nd 2019, WAV Media was shut down, which meant that ""Lost Instruments"" was also taken down alongside the site.",,,,
Lost Instruments,"⭐️ diamondsonmydick
(prod. Joji)
aka. diamonds*","Released exclusively on WAV Media on October 27th, 2017, before it’s shut down on December 22nd, 2019. ""Diamonds"" was also a song title seen in Joji’s VICE interview, and a demo was previewed in Jojivlogs 4, suggesting it is an old song.",1:28,,"Oct 27, 2017",Demo,Full,High Quality,Link
Lost Instruments,"⭐ Amazonian Pet
(prod. Joji)
aka. Amazonian Pet (demo)","OG Name: Amazonian Pet (demo)
OG Filename: amazonian pet 4 SUPER ROUGH 0 MAS.aif
Exclusively released on WAV Media on October 27th, 2017, before its shut down on December 22nd, 2019. There’s a very loud and explicit voice recording at the end. 
It was privately uploaded onto Joji’s SoundCloud account on January 27th, 2016.",1:36,,"Oct 27, 2017",Demo,Full,"High Quality
(256kbps)",Link
Lost Instruments,"⭐️ nightmares of the invertebre
(prod. Joji)
aka. nightmares of the invertebrate*","Exclusively released on WAV Media on October 27th, 2017, before it’s shut down on December 22nd, 2019. Reuses elements from ""diamondsonmydick"" and ""rain on me"".",2:11,,"Oct 27, 2017",Demo,Full,High Quality,Link
"13 Full
0 Tagged
1 Partial
3 Snippet
32 Unavailable",In Tongues,"(??/??/2017) (Chloe Burbank is scrapped)
(10/27/2017) (Lost Instruments is released as promotion for In Tongues)
(11/03/2017) (In Tongues is released)",,,"After scrapping most of ""Chloe Burbank Volume 1"", Joji began to work on converting the project into an EP for the following months, eventually becoming ""In Tongues"". Some reminants of the ""Chloe Burbank Volume 1"" project can be found throughout the EP, as ""Pills"" actually interpolates ""Thom"" from the previous project.",,,,
In Tongues,"2chains
(prod. Joji)
aka. 2chains",Earlier version of the project file confirmed to exist by filename.,,,,Project File,Confirmed,Unavailable,
In Tongues,2chains 2,"OG Project Filename: 2chains 2.gbproj
Project File seen on Joji’s MacBook in his interview with VICE.
Could have something to do with 2 Chainz but there's no way to tell.",,,,Project File,Confirmed,Unavailable,Interview
In Tongues,amphibian sean,"OG Project Filename: amphibian sean.gbproj
Project File with vocals seen on Joji’s MacBook in his interview with VICE.",,,,Project File,Confirmed,Unavailable,Interview
In Tongues,"Antidote* [V5]
(prod. Joji)
aka. 128, SAD TRAVIS PT.2, Window","Previewed by BRTHR's through Instagram and Vimeo on August 7th, 2017.
From the snippet, this version doesn't have any lead vocals, just a harmony.",0:14*,2016 / 2017,"Aug 7, 2017",Demo,Snippet,High Quality,Video
In Tongues,"Bitter Fuck [V1]
(prod. Joji)
aka. Bitter","OG Filename: 4 bitter fuck beat without 808.aif
Beat Only version of Bitter Fuck without the 808s. This version has an
electric guitar and a vocal sample that's not heard in the final version.",2:34,"Aug 16, 2017","Mar 5, 2024",Beat,Full,Lossless,Link
In Tongues,"Bitter Fuck [V2]
(prod. Joji)
aka. Bitter","OG Filename: 3 bitter fuck beat with 808.aif
Beat Only version of Bitter Fuck with the 808s. This version has an
electric guitar and a vocal sample that's not heard in the final version.",2:34,"Aug 16, 2017","Mar 5, 2024",Beat,Full,Lossless,Link
In Tongues,black shamman,"OG Project Filename: black shamman.gbproj
Project File with vocals seen on Joji’s MacBook in his interview with VICE.",,,,Project File,Confirmed,Unavailable,Interview
In Tongues,"Demons [V2]
(prod. Joji)
aka. love alive*","Possible OG Project Filename: dem.gbproj
Demo rumored to exist by filename.",,,,Demo,Rumored,Unavailable,
In Tongues,"Demons [V3]
(prod. Joji)
aka. love alive*","Possible OG Project Filename: dem2.gbproj
Demo rumored to exist by filename.",,,,Demo,Rumored,Unavailable,
In Tongues,"Demons [V4]
(prod. Joji)
aka. love alive*","OG Project Filename: dem3.gbproj
From the now-deleted 88rising YouTube video ""The Snake or the Rabbit"" that was uploaded on August 2nd, 2017. It just features Joji recording some of the vocals.",,"??? 14, 2017","Aug 2, 2017",Demo,Snippet,Recording,Snippet
In Tongues,"Firefish* [V1]
(prod. Joji)
aka. R.I.P., DIE4U*","Beat that was previewed on Joji’s Instagram account on July 25th, 2017.
The piano was later used on ""R.I.P."" on the BALLADS 1 project a year later.",0:20*,,"Jul 25, 2017",Beat,Snippet,Low Quality,Snippet
In Tongues,"Matt Ox [V1]
(prod. Joji)",Earlier version.,,,,Beat,Confirmed,Unavailable,
In Tongues,"✨ Matt Ox2 [V2]
(prod. Joji)
aka. angry ass beat go hard for 1 minute","OG Name: angry ass beat go hard for 1 minute
OG Filename: matt ox2 - 5:31:17, 6.14 PM.aif
Just an angry ass beat that goes hard for approximately 1 minute.
Privately uploaded to Joji's SoundCloud account on May 31st, 2017.",1:02,"May 31, 2017","Mar 4, 2024",Beat,Full,"High Quality
(256kbps)",Link
In Tongues,"🏆 IDFLKMST [V1]
(prod. Joji)
aka. I Don't Feel Like Killing Myself Today","OG Project Filename: IDFLKMST.gbproj
Project File with vocals seen on Joji’s MacBook in his interview with VICE.",,,,Project File,Confirmed,Unavailable,Interview
In Tongues,"June Cold
(prod. Montell2099)","A track that was planned to be done during the production of In Tongues that 
was never signed off on. Very likely shelved in favor of ""Will He"" with West1ne.",,,,Throwaway,Rumored,Unavailable,
In Tongues,"🏆 Just Rose
(prod. Joji)",Song Title seen on Joji's whiteboard in an interview with VICE.,,,,Song Title,Confirmed,Unavailable,Interview
In Tongues,"Left 100
(prod. ENT)","A track that was planned to be done during the production of In Tongues that 
was never signed off on. Very likely shelved in favor of ""Will He"" with West1ne.",,,,Throwaway,Confirmed,Unavailable,
In Tongues,"🏆 Limp [V1]
(prod. Joji)",Demo with no trap first exists by the filename.,,,,Demo,Confirmed,Unavailable,
In Tongues,"🥇 Limp [V2]
(prod. Joji)","OG Filename: limp no trap first - 7/9/17, 5.34 PM.aif
GarageBand export with vocals seen on Joji’s MacBook in his interview with VICE.",,"Jul 9, 2017",,Throwaway,Confirmed,Unavailable,Interview
In Tongues,"mutali
(prod. Joji)","OG Project Filename: mutali.gbproj
Project File seen on Joji’s MacBook in his interview with VICE.",,,,Project File,Confirmed,Unavailable,Interview
In Tongues,🥇 Nothing Special,"OG Filename: nothing special - 8/13/17, ?.?? PM.mp3
GarageBand export with vocals seen on Joji’s MacBook in his interview with VICE.",,"Aug 13, 2017",,Throwaway,Confirmed,Unavailable,Interview
In Tongues,"Pills [V3]
(prod. Joji)","Partial OG Filename: pills3 - 6/??/17, 12.28 AM
Seen in an Instagram Story from Joji that was posted on June 29th, 2017.",,"Jun ??, 2017","Jun 29, 2017",Demo,Confirmed,Unavailable,
In Tongues,"Pills [V4]
(prod. Joji)","Partial OG Filename: pills3 - 6/??/17, 12.48 AM
Seen in an Instagram Story from Joji that was posted on June 29th, 2017.",,"Jun ??, 2017","Jun 29, 2017",Demo,Confirmed,Unavailable,
In Tongues,"sad fast piano
(prod. Joji)","OG Project Filename: sad fast piano.gbproj
Project File seen on Joji’s MacBook in his interview with VICE.
Likely that it's just the piano used on two parts of ""SAD TRAVIS"".",,,,Project File,Confirmed,Unavailable,Interview
In Tongues,"sean bangers
(prod. Joji)","OG Project Filename: sean bangers.gbproj
Project File with vocals seen on Joji’s MacBook in his interview with VICE.",,,,Project File,Confirmed,Unavailable,Interview
In Tongues,"ski???retarded
(prod. Joji)","OG Project Filename: ski???retarded.gbproj
Project File seen on Joji’s MacBook in his interview with VICE.",,,,Project File,Confirmed,Unavailable,Interview
In Tongues,"🥇 Where'd You Go [V?]
(prod. Joji)
aka. Pills","Partial OG Filename: whered you go…2…58 PM.aif
Partial filename for a file seen on Joji's MacBook.
Likely another demo for ""Pills"", but it's unconfirmed.",,,,Unknown,Confirmed,Unavailable,
In Tongues,"wild
(prod. Joji)","OG Project Filename: wild.gbproj
Project File seen on Joji’s MacBook in his interview with VICE.",,,,Project File,Confirmed,Unavailable,Interview
In Tongues,"??? [Mix 1]
(prod. Joji)","Possible OG Filename: ...5(mix1)
Mix confirmed by filename.",,,,Mix,Confirmed,Unavailable,
In Tongues,"??? [Mix 2]
(prod. Joji)","Possible OG Filename: ...5(mix2)
Mix confirmed by filename.",,,,Mix,Confirmed,Unavailable,
In Tongues,"??? [Mix 3]
(prod. Joji)","Possible OG Filename: ...5(mix3)
Mix confirmed by filename.",,,,Mix,Confirmed,Unavailable,
In Tongues,"??? [Mix 4]
(prod. Joji)","Partial OG Filename: ...5(mix4).aif
Partial Filename that was posted on Joji's Instagram story on August 13th, 2017.
It's just another mix of a track off the EP though as Joji was working on mixing that day. The ""5"" likely doesn't refer to ""Bitter Fuck"", the 5th track on the EP as an instrumental mix was leaked with a 3 in the filename and was bounced afterwards on October 21st, 2017.",,"Aug 13, 2017",,Mix,Confirmed,Unavailable,
In Tongues,"🥇 ???
(prod. Joji)","From a now-deleted 88rising YouTube video titled ""The Snake or the Rabbit"" which
was uploaded on August 2nd, 2017. It was originally thought that this was ""IDFLKMST""
due to both of them having a very similar sounding beat, possibly from reused sounds.",,"??? 14, 2017","Aug 2, 2017",Beat,Partial,Recording,"Snippet #1
Snippet #2"
In Tongues,"???
(prod. Joji)","Project File with vocals seen on Joji’s MacBook in his interview with VICE.
It's hard to make out what the filename actually says because it's so blurry.",,,,Project File,Confirmed,Unavailable,Interview
In Tongues,"rei brown - Forever [V1]
(prod. rei brown) (writ. rei brown & Joji)","Possible OG Filename: Forever 1
Early version without Keshi's additions from 2017 exists.
Mentioned in an inteview with rei brown on V Magazine.",,2017,,OG,Confirmed,Unavailable,Interview
In Tongues,"✨ ryanjacob - Untitled [V3]
(prod. ryanjacob, Joji & MISOGI)
aka. Hesitate, LADDER, WANT IT","OG Name: RYAN X JOJI X MISOGI
Instrumental Version with production from MISOGI. The bounce is a partial export.
It was privately uploaded to ryanjacob's SoundCloud account on January 3rd, 2017.",1:41,2017,"Jan 9, 2026",Beat,OG File,CD Quality,Link
In Tongues,"ryanjacob - LADDER [V4]
(feat. Joji & Nok From the Future)
(prod. ryanjacob, Joji & Nok From the Future)
aka. Hesitate, WANT IT","OG Name: LADDER ft joji + Nok From The Future
Lost demo that we only have the filename for after it was deleted.
Uploaded to ryanjacob's SoundCloud account on February 28th, 2017.",4:33,2017,,Demo,Confirmed,Unavailable,
In Tongues,"✨ ryanjacob - LADDER [V5]
(prod. ryanjacob & Nok From the Future) (coprod. Joji)
aka. Hesitate, WANT IT","OG Name: Ry tape EP Demo1  Ryan Dylan doing verse1 Nok Demo Outro co prod joji
The demo was seemingly meant for an EP from ryanjacob at one point.
Uploaded to ryanjacob's SoundCloud account on March 22nd, 2017.",4:33,2017,"Jan 9, 2026",Demo,OG File,CD Quality,Link
In Tongues,"ryanjacob - Untitled [V6]
(prod. ryanjacob & Joji)
aka. Hesitate, LADDER, WANT IT","OG Name: Ryjoji99
Different Instrumental version without Nok From the Future's additions.
Uploaded to ryanjacob's SoundCloud account on April 24th, 2017.",3:14,2017,"Jan 9, 2026",Beat,OG File,CD Quality,Link
In Tongues,"ryanjacob - Untitled [V7]
(prod. ryanjacob) (coprod. Y2K & Joji)
aka. Hesitate, LADDER, WANT IT","OG Name: prod ry joji y2k
Instrumental version with additional production from Y2K.
Uploaded to ryanjacob's SoundCloud account on April 26th, 2017.",2:35,2017,"Jan 9, 2026",Beat,OG File,CD Quality,Link
In Tongues,"ryanjacob - Untitled [V8]
(prod. ryanjacob & Y2K) (coprod. Joji & Dylan Brady)
aka. Hesitate, LADDER, WANT IT","OG Name: ryanjacob y2k joji
Instrumental version with additional production from Y2K.
Uploaded to ryanjacob's SoundCloud account on May 26th, 2017.",2:54,2017,"Jan 9, 2026",Beat,OG File,CD Quality,Link
In Tongues,"ryanjacob - Untitled [V9]
(feat. Pritty) (prod. ryanjacob & Y2K) (coprod. Joji & Dylan Brady)
aka. Hesitate, LADDER, WANT IT","OG Name: ""Untitled"" - **** Pritty (Verse1) (PROD. ryanjacob & Y2K co. joji & Dylan Brady)
Uploaded to ryanjacob's SoundCloud account on July 7th, 2017.",2:54,2017,"Jan 9, 2026",Demo,OG File,CD Quality,Link
In Tongues,"ryanjacob - WANT IT [V10]
(feat. Kensei Abbot, Pritty & Ricky Anthony)
(prod. ryanjacob & Y2K) (coprod. Joji & Dylan Brady)
aka. Hesitate, LADDER","OG Name: ""WANT IT"" - KENSEI ABBOT, PRITTY & ????
(prod. ryanjacob & Y2K co. joji & Dylan Brady)
This version features Kensai Abbot, who was scrapped from the song.
Uploaded to ryanjacob's SoundCloud account on July 15th, 2017.",2:54,2017,"Jan 9, 2026",Demo,OG File,CD Quality,Link
In Tongues,"✨ ryanjacob - WANT IT [V11]
(feat. Kensei Abbot, Pritty & Ricky Anthony)
(prod. ryanjacob & Y2K) (coprod. Joji & Dylan Brady)
aka. Hesitate, LADDER","OG Name: ""WANT IT"" - Kensei Abbot, Pritty & Ricky Anthony
(prod. ryanjacob & Y2K co. joji & Dylan Brady)
This version features Kensai Abbot, who was scrapped from the song.
Uploaded to ryanjacob's SoundCloud account on July 21st, 2017.",2:46,2017,"Jan 9, 2026",Demo,OG File,CD Quality,Link
In Tongues,"ryanjacob - Untitled [V12]
(feat. Pritty & Ricky Anthony)
(prod. ryanjacob & Y2K) (coprod. Joji & Dylan Brady)
aka. Hesitate, LADDER, WANT IT","OG Name: *NO HOOK*w/, PRITTY, RICKY ANTHONY
(PROD RYANJACOB & Y2K co. JOJI & DYLAN BRADY)
Lost demo that we only have the filename for after it was deleted.
Uploaded to ryanjacob's SoundCloud account on August 5th, 2017.",2:51,2017,,Demo,Confirmed,Unavailable,
In Tongues,"ryanjacob - Untitled [V13]
(feat. brndn, Pritty & Ricky Anthony)
(prod. ryanjacob & Y2K) (coprod. Joji & Dylan Brady)
aka. Hesitate, LADDER, WANT IT","OG Name: ""  "" w/ Brndn X Pritty X Ricky Prod Ry Ari George Dylan
Lost demo that we only have the filename for after it was deleted.
Uploaded to ryanjacob's SoundCloud account on September 15th, 2017.",2:51,2017,,Demo,Confirmed,Unavailable,
In Tongues,"ryanjacob - Hesitate [V14]
(feat. Pritty, brndn & Ricky Anthony)
(prod. ryanjacob & Y2K) (coprod. Joji & Dylan Brady)
aka. LADDER, WANT IT","OG Name: Hesitate (roughhook splice)Master
Lost demo that we only have the filename for after it was deleted.
Uploaded to ryanjacob's SoundCloud account on September 17th, 2017.",2:48,2017,,Demo,Confirmed,Unavailable,
In Tongues,"ryanjacob - Hesitate [V15]
(feat. Pritty, brndn & Ricky Anthony)
(prod. ryanjacob & Y2K) (coprod. Joji & Dylan Brady)
aka. LADDER, WANT IT","OG Name: ""HESITATE"" - PRITTY, BRNDN ,RICKY ANTHONY
(PROD. RYANJACOB & Y2K co. JOJI & DYLAN BRADY)
Uploaded to ryanjacob's SoundCloud account on September 21st, 2017.",2:51,2017,"Jan 9, 2026",Demo,OG File,CD Quality,Link
In Tongues,"✨ MISOGI - Untitled
(prod. MISOGI & Joji)","OG Filename: ft joji.mp3
Instrumental by MISOGI that features production from Joji.
Uploaded to MISOGI's SoundCloud account on April 24th, 2017.",1:44,,"Jan 9, 2026",Beat,OG File,CD Quality,Link
"3 Full
0 Tagged
0 Partial
0 Snippet
0 Unavailable",In Tongues (Deluxe),"(11/03/2017) (In Tongues is released)
(02/14/2018) (In Tongues (Deluxe) is released)",,,,,,,
In Tongues (Deluxe),"Will He (Ryan Hemsworth Remix) [MP3 Bounce]
(prod. Ryan Hemsworth) ","OG Filename: Will He (Ryan Hemsworth Remix).mp3
Remix of ""Will He"" by Ryan Hemsworth. Same version, just not a lossless bounce. Uploaded to Ryan Hemsworth's SoundCloud account on January 22nd, 2018.
The original file is encoded at 320 kb/s.",2:48,,"Jan 9, 2026",Remix,Full,High Quality,Link
In Tongues (Deluxe),"✨ Will He (SwuM Remix)
(prod. SwuM)","Remix of ""Will He"" by SwuM intended for the deluxe release but went unused. Snippets were first leaked by Datura on LEAKED on November 18th, 2021. It's possible this is the collaboration SwuM teased on Twitter some years back assuming it's validity.",2:32,,"Mar 28, 2026",Remix,Full,CD Quality,Link
In Tongues (Deluxe),"✨ Window (Actress Remix)
(prod. Actress)","Remix of ""Window"" that Actress meant to submit. The snippets were leaked on November 18th, 2021 by Datura on LEAKED.CX. The ""remix"" on the deluxe version is actually a demo of his own song ""Fire and Light"", which would release 2 years later on his album ""Karma & Desire"". His request to resubmit the file was rejected by 88rising so they could ensure that the deluxe would release on Valentine’s Day.
The full remix was leaked by Jae on March 29th, 2026.",6:56,,"Mar 29, 2026",Remix,Full,"High Quality
(224kbps)",Link
"0 Full
0 Tagged
0 Partial
0 Snippet
3 Unavailable",Green Echo,"(??/??/2017) (A project between rei brown and Joji is planned)
(??/??/2018) (The project is eventually scrapped and long forgotten)",,,"A collaborative project between Joji and rei brown. However, not a lot is known about the project. It was eventually scrapped and forgotten, with only one currently known track for the project. Rei Brown was also asked about the project in late 2018, and said it was still a thing, but because of scheduling conflict with 88rising it was shelved.",,,,
Green Echo,"green echo pop2
(prod. Joji* & rei brown*)
aka. Once In A While*","OG Filename: green echo pop2*.gbproj
Project File seen on Joji’s MacBook in his interview with VICE.
It's very possible it's just the project file for ""Once In A While"".",,,,Project File,Confirmed,Unavailable,
Green Echo,"Once In A While [V2 - V6]
(prod. rei brown)
aka. Cobbled Stones","Earlier versions were confirmed to exist by OG filename.
Differences may include a version without a fade out outro.",,,,Demo,Confirmed,Unavailable,
Green Echo,🏆 Passionfruit,"During Joji’s Boiler Room set with 88rising on May 18th, 2017, rei brown tells Joji that they’re scrapping ""Passionfruit"". Possibly a cover of ""Passionfruit"" by Drake.",,,,Song Title,Confirmed,Unavailable,
"4 Full
0 Tagged
1 Partial
2 Snippet
11 Unavailable","Heads In The Clouds
aka. 88 Degrees and Rising","(05/07/2018) (Sean Miyashiro announces the Head In The Clouds album)
(09/22/2018) (Head In The Clouds is released)",,,"The first collaborative project between all of the artists that are signed to 88rising's label. Joji would work on the 
""Head In The Clouds"" project alongside working on his first full length album under Joji. This project would influence 
Joji to begin working on more pop songs, which is very distinct in his songs that would follow after ""BALLADS 1"".",,,,
,References / Demos for Joji,,,,,,,,
Head In The Clouds,"NIKI - La Cienega [V1]
(prod. NIKI)","Demo with slightly different production. Previewed on NIKI's Instagram story.
This version doesn't have Joji's vocals yet and has a very different vocal effect.",,2018,2018,Demo,Snippet,High Quality,Link
Head In The Clouds,"🥇 AUGUST 08 - Midsummer Madness [V1]
(prod. AUGUST 08)","Demo solely done by AUGUST 08 was said to exist in a credible infodump, stating that 
the song originally had way different drums and a very different delivery on the chorus.
This info is likely from an interview, as most of the infodump was sourced through such.",,,,OG,Rumored,Unavailable,
Head In The Clouds,"⚠️ Kris Wu - Rising [V1]
(feat. Rich Brian*, Joji*, Trippie Redd* & Baauer)
(prod. Rich Brian*, Joji* & Baauer)
aka. 18","Demo of ""Rising"" with a different verse from Kris Wu. Mentioned in an interview with New Yorker Magazine. ""Wu had recorded a new verse for it, which took up nearly half the song, and they had to figure out how to work around it.",,Fall 2017,"Mar 26, 2018",OG,Confirmed,Unavailable,Interview
,Demos,,,,,,,,
Head In The Clouds,"18* [V2]
(feat. Rich Brian*, Joji*, Trippie Redd* & Baauer)
(prod. Rich Brian*, Joji & Baauer)
aka. Rising","Rumored OG Project Filename: wu.gbproj
Project File with vocals seen on Joji’s MacBook in his interview with VICE.
Likely is Kris Wu's song ""18"".",,Fall 2017,"Nov 3, 2017",Project File,Confirmed,Unavailable,Interview
Head In The Clouds,"18* [V3]
(prod. Joji)
aka. Rising","Rumored OG Project Filename: changing beat wu.gbproj
Project File seen during a late 2017 session in an interview with Bloomberg.
Uses random stock loops from the Apple Loops Library. No drums.",,Fall 2017,,Project File,Confirmed,Unavailable,Interview
Head In The Clouds,"Midsummer Madness [V2]
(prod. AUGUST 08)","Demo confirmed to exist by filename. Rumored to be a solo AUGUST 08 version.
This info likely came from an interview with August or from someone else on 88.",,,,Demo,Confirmed,Unavailable,
Head In The Clouds,"Midsummer Madness [V3]
(with. Joji, AUGUST 08, KnowKnow, Rich Brian & NIKI)
(prod. AUGUST 08 & Rich Brian)","OG Filename: 3.19.18 - FR RUFF 2
Demo with a mumble verse from Brian. His verse was originally meant to be longer.
Joji's chorus also in the outro of this version, which was layered over the harmony that was done by NIKI. There's a full minute of silence after, so very likely a session bounce.",6:03,"Mar 19, 2018","Jan 3, 2025",Demo,Full,CD Quality,Link
Head In The Clouds,"Peach Jam [Demo]
(with. Joji & BlocBoy JB) (prod. BlocBoy JB, Joji & Oren Yoel)","Snippet from the session that was posted on Instagram. It's unknown who originally
posted it or when it was posted though. Joji's vocals sound very rough in this version, so it's likely he wasn't finished recording his vocals yet. Let us know if you find the post!",,2018,2018,OG,Snippet,Recording,Snippet
Head In The Clouds,"Head In The Clouds [V1]
(prod. AUGUST 08)",Earlier version confirmed by filename.,,,,OG,Confirmed,Unavailable,
Head In The Clouds,"Head In The Clouds [V2] [Mix 1 - 2]
(prod. AUGUST 08)",Earlier mixes confirmed by filename.,,,,Demo,Confirmed,Unavailable,
Head In The Clouds,"⭐️ Head In The Clouds [V2] [Mix 3]
(prod. AUGUST 08)","OG Filename: HeadInTheClouds - Joji.August08 - V2- FR MIX 3
Previewed at the end of the 88rising YouTube video ""yeah right, she don’t care if i die"" that was uploaded on May 14th, 2018. This version also has stripped back instrumental, and it's unknown if The Roommates was involved with production yet because of that.",2:32,2018,"Feb 27, 2025",Demo,Full,CD Quality,Link
Head In The Clouds,🥇 [Unknown AUGUST 08 & Joji Collaboration],"The first song that Joji & AUGUST 08 made together, which they said had the lyrics
""It’d be best if I left you alone, oh oh"". Mentioned in a video with Highsnobiety.
Confirmed to be an unfinished song as Joji said they should revisit the song sometime.",,2017,"Aug 10, 2018",Throwaway,Confirmed,Unavailable,Video
,Mixes,,,,,,,,
Head In The Clouds,"Midsummer Madness [Mix 1 - 7]
(with. Joji, AUGUST 08, Rich Brian, KnowKnow & NIKI)
(prod. AUGUST 08 & Rich Brian)",Earlier mixes confirmed by filename.,,2018,,Mix,Confirmed,Unavailable,
Head In The Clouds,"Midsummer Madness [Mix 8]
(with. Joji, AUGUST 08, Rich Brian, KnowKnow & NIKI)
(prod. AUGUST 08 & Rich Brian)","OG Filename: MidsummerMadness - Joji.August.Brian.KnoKno - FR Rough Mix 8
Demo that was used in a director's cut for the music video on Vimeo.
Only real difference in this version is Brian having more background vocals.",4:52,2018,"Oct 2, 2018",Mix,Full,CD Quality,Link
Head In The Clouds,"Midsummer Madness [Mix 9]
(with. Joji, AUGUST 08, Rich Brian, KnowKnow & NIKI)
(prod. AUGUST 08 & Rich Brian)",Earlier mix confirmed by filename.,,2018,,Mix,Confirmed,Unavailable,
Head In The Clouds,"Midsummer Madness [Mix 10]
(with. Joji, AUGUST 08, Rich Brian, KnowKnow & NIKI)
(prod. AUGUST 08 & Rich Brian)","OG Filename: Midsummer Madness BP10
Demo mixed by Kevin McCloskey / Black Pearl soon after the session was sent to him.
There's like no differences in this version at all apart from the mixing as far as I can tell.",4:48,2018,"Jan 3, 2025",Mix,Full,CD Quality,Link
Head In The Clouds,"Midsummer Madness [V3]
(with. Joji, AUGUST 08, Rich Brian, KnowKnow & NIKI)
(prod. AUGUST 08 & Rich Brian)","Demo previewed on Twitter on May 17th, 2018. This version has a different intro.",,2018,"May 17, 2018",Demo,Partial,High Quality,Link
,Remixes,,,,,,,,
